bin_left,bin_right,bin_center,reference_density,proposal_density,reweighted_density
0.0,0.5,0.25,4.00001280004096e-07,0.0017830932318564827,3.702212205091727e-06
0.5,1.0,0.75,8.00002560008192e-07,0.0019353085077466704,3.7141340866461044e-06
1.0,1.5,1.25,1.200003840012288e-06,0.0015438977983147594,2.7014334140164553e-06
1.5,2.0,1.75,1.600005120016384e-06,0.001348192443598804,2.1008231152483576e-06
2.0,2.5,2.25,4.00001280004096e-07,0.0011742321282957326,1.6090256851469664e-06
2.5,3.0,2.75,4.00001280004096e-07,0.0015438977983147594,1.8550070747821319e-06
3.0,3.5,3.25,0.0,0.0011307420494699647,1.1989902777439682e-06
3.5,4.0,3.75,8.00002560008192e-07,0.001022016852405545,9.670052706355696e-07
4.0,4.5,4.25,1.600005120016384e-06,0.0011307420494699647,9.683967400009175e-07
4.5,5.0,4.75,2.400007680024576e-06,0.0012394672465343844,9.861597780886235e-07
5.0,5.5,5.25,1.600005120016384e-06,0.0011307420494699647,8.769542313361676e-07
5.5,6.0,5.75,3.200010240032768e-06,0.0011307420494699647,8.922854183660183e-07
6.0,6.5,6.25,3.200010240032768e-06,0.001369937483011688,1.1696395733118607e-06
6.5,7.0,6.75,2.0000064000204802e-06,0.0011089970100570806,1.0646412522685548e-06
7.0,7.5,7.25,4.0000128000409605e-06,0.001065506931231313,1.2369965970727159e-06
7.5,8.0,7.75,4.400014080045056e-06,0.001391682522424572,2.056933178119593e-06
8.0,8.5,8.25,5.200016640053248e-06,0.001369937483011688,2.7118353998117915e-06
8.5,9.0,8.75,1.1600037120118784e-05,0.0014786626800761076,4.0752536751673275e-06
9.0,9.5,9.25,1.1600037120118784e-05,0.0017396031530307148,6.895464872130972e-06
9.5,10.0,9.75,1.880006016019251e-05,0.0018265833106822507,1.0689580161977269e-05
10.0,10.5,10.25,2.5200080640258047e-05,0.0019135634683337863,1.6590849804920354e-05
10.5,11.0,10.75,3.6800117760376835e-05,0.0019353085077466704,2.450587528876629e-05
11.0,11.5,11.25,4.800015360049152e-05,0.0017613481924435989,3.2234568149160155e-05
