bin_left,bin_right,bin_center,reference_density,proposal_density,reweighted_density
26.5,27.0,26.75,0.03163770124064397,0.02748696832975601,0.03126332740619462
27.0,27.5,27.25,0.018906460500673603,0.021639143195058917,0.017611550029999513
27.5,28.0,27.75,0.01085163472523112,0.019558456349380176,0.010531861782222702
28.0,28.5,28.25,0.0058836188275802484,0.017302553769328485,0.005709212712324174
28.5,29.0,28.75,0.00322361031555301,0.016360769197073896,0.003258127294223726
29.0,29.5,29.25,0.0019064061004995215,0.013644925314293224,0.0016797170240552897
29.5,30.0,29.75,0.001245603985932755,0.014039160716632354,0.0012384173216610128
30.0,30.5,30.25,0.0010316033011305637,0.012352709273292743,0.000924525122576285
30.5,31.0,30.75,0.0009264029644894863,0.013141180077971002,0.000931830537826521
31.0,31.5,31.25,0.0009348029913695724,0.012944062376801437,0.0009139399876478717
31.5,32.0,31.75,0.0008896028467291095,0.01303167024398791,0.000931220948570208
32.0,32.5,32.25,0.0009360029952095847,0.013623023347496606,0.000984884825320736
32.5,33.0,32.75,0.0009512030438497403,0.01263743484164878,0.0009168269318216724
33.0,33.5,33.25,0.0009528030489697567,0.012812650576021727,0.0009268773038139011
33.5,34.0,33.75,0.0010272032870505185,0.012746944675631871,0.0009200161992279443
34.0,34.5,34.25,0.0010224032716904695,0.013601121380699986,0.0009873099614079483
34.5,35.0,34.75,0.001066803413770924,0.014455298085768103,0.0010699909366667832
35.0,35.5,35.25,0.0011172035750514403,0.015878925927548294,0.0012199536050203732
35.5,36.0,35.75,0.001291604133133226,0.016119847562311097,0.001308615675803112
36.0,36.5,36.25,0.0014812047398551674,0.017893906872837182,0.0015630460396150814
36.5,37.0,36.75,0.0016812053798572156,0.017171141968548777,0.0016367103120843442
37.0,37.5,37.25,0.0019548062553800174,0.018266240308379693,0.0019259476475244667
37.5,38.0,37.75,0.0023224074317037815,0.019667966183363268,0.0022870414672450093
38.0,38.5,38.25,0.0027232087142678857,0.021617241228262297,0.0027612899399597868
38.5,39.0,38.75,0.003167210135072432,0.02367602610714442,0.003320520437266266
39.0,39.5,39.25,0.0037360119552382566,0.025121555915721232,0.003838698659744045
39.5,40.0,39.75,0.004247213591083492,0.027202242761399972,0.004497751989871398
40.0,40.5,40.25,0.004733615147568472,0.02788120373209514,0.004951098303740894
40.5,41.0,40.75,0.005148016473652716,0.028253537167637652,0.005374791669241696
41.0,41.5,41.25,0.005352017126454805,0.025844320820009637,0.0052620562022297505
41.5,42.0,41.75,0.005364017164854928,0.02490253624775505,0.005405606243999238
42.0,42.5,42.25,0.005158416506932822,0.02501204608173814,0.00574619705773546
42.5,43.0,42.75,0.004899215677490168,0.02041263305444829,0.004905371695916873
43.0,43.5,43.25,0.004254413614123565,0.0179158088396338,0.004406492854091508
43.5,44.0,43.75,0.0034964111885158033,0.01526567085724298,0.0037350207853899123
44.0,44.5,44.25,0.002753208810268193,0.012089885671733322,0.002837715042266734
44.5,45.0,44.75,0.0019600062720200703,0.00906741425379999,0.00195847094589154
45.0,45.5,45.25,0.0013864044364941968,0.0069210215077313945,0.001303544324185226
45.5,46.0,45.75,0.0008784028108889949,0.005825923167900478,0.0008972043039104394
46.0,46.5,46.25,0.0005200016640053249,0.004183275658154103,0.0004920153594554946
46.5,47.0,46.75,0.0002688008601627525,0.0036138245214420257,0.0002841806041486523
47.0,47.5,47.25,0.00012760040832130663,0.0024968242148144903,0.00011939497591099986
47.5,48.0,47.75,6.600021120067584e-05,0.0022559025800516887,5.758351237874975e-05
48.0,48.5,48.25,1.7600056320180223e-05,0.0025625301152043456,3.0369471988324767e-05
48.5,49.0,48.75,1.0800034560110592e-05,0.002474922248017872,1.3083883281028578e-05
49.0,49.5,49.25,8.00002560008192e-07,0.0016645494765429936,3.6433977135859395e-06
49.5,50.0,49.75,1.200003840012288e-06,0.0018178632441193218,1.6286681518684213e-06
