bin_left,bin_right,bin_center,reference_density,implicit_reference_density,proposal_density,reweighted_density
-1.1309733552923253,-1.0681415022205294,-1.0995574287564274,0.64021539365067,0.5373389188668563,0.3326338310620608,0.7865014060640045
-1.0681415022205294,-1.0053096491487334,-1.0367255756846314,0.4823658367912421,0.3794890463083147,0.24509861236151848,0.4442705076434694
-1.0053096491487334,-0.9424777960769379,-0.9738937226128357,0.3345111903681668,0.24980959867704033,0.1862112834175186,0.2922625740078445
-0.9424777960769379,-0.879645943005142,-0.91106186954104,0.21259874778465793,0.15049691418769603,0.14801409707546245,0.174262437014895
-0.879645943005142,-0.816814089933346,-0.848230016469244,0.1218169498086369,0.08126451394272165,0.08753521870054232,0.07709209140527509
-0.816814089933346,-0.7539822368615501,-0.7853981633974481,0.06840465773158105,0.04125296124941921,0.06366197723675805,0.07487743232861413
-0.7539822368615501,-0.6911503837897541,-0.7225663103256521,0.03558697410139955,0.0209447905108934,0.044563384065730634,0.035747027040728026
-0.6911503837897541,-0.6283185307179586,-0.6597344572538564,0.017634332425917252,0.011077184039195978,0.027056340325622364,0.010488998079736453
-0.6283185307179586,-0.5654866776461627,-0.5969026041820606,0.007480267364784341,0.004265352474862789,0.03501408748021693,0.0028024078109780038
-0.5654866776461627,-0.5026548245743667,-0.5340707511102647,0.004074358394435726,0.0018461973398659834,0.019098593171027415,0.002069908590839175
-0.5026548245743667,-0.43982297150257077,-0.47123889803846875,0.001718869947652572,0.0008912676813146126,0.01432394487827056,0.0002986860334202269
-0.43982297150257077,-0.3769911184307748,-0.4084070449666728,0.0009867586736524024,0.0004456338406573063,0.011140846016432658,0.00011841919966886788
-0.3769911184307748,-0.31415926535897887,-0.34557519189487684,0.0003501401745218202,0.00019098593171027413,0.009549296585513707,5.39852231274661e-06
-0.31415926535897887,-0.25132741228718336,-0.2827433388230811,0.0002546473996522347,9.549296585513774e-05,0.011140846016432737,6.961392091095541e-06
-0.25132741228718336,-0.1884955592153874,-0.21991148575128538,0.00012732369982611645,9.549296585513707e-05,0.009549296585513707,7.744747604685774e-05
-0.1884955592153874,-0.12566370614359146,-0.15707963267948943,6.366184991305823e-05,0.0,0.015915494309189513,3.769154023676185e-06
-0.12566370614359146,-0.06283185307179551,-0.09424777960769348,0.0,0.0,0.023873241463784268,9.806858674294243e-06
-0.06283185307179551,4.440892098500626e-16,-0.03141592653589753,0.0,0.0,0.011140846016432658,3.099245892069904e-05
4.440892098500626e-16,0.06283185307179595,0.0314159265358982,3.1830924956529336e-05,0.0,0.014323944878270663,3.601941787677948e-06
0.06283185307179595,0.1256637061435919,0.09424777960769393,0.0,0.0,0.015915494309189513,5.218374077923066e-05
0.1256637061435919,0.18849555921538785,0.15707963267948988,3.183092495652911e-05,3.183098861837903e-05,0.007957747154594757,2.102331505007098e-05
0.18849555921538785,0.2513274122871838,0.21991148575128583,3.183092495652911e-05,6.366197723675805e-05,0.007957747154594757,4.197818403860535e-05
0.2513274122871838,0.31415926535897976,0.2827433388230818,9.549277486958733e-05,9.549296585513707e-05,0.020690142601946366,2.187413567534247e-05
0.31415926535897976,0.3769911184307757,0.34557519189487773,0.00019098554973917466,3.183098861837903e-05,0.015915494309189513,3.1825332188325723e-05
0.3769911184307757,0.4398229715025712,0.40840704496667346,0.00047746387434794004,0.00031830988618379244,0.0254647908947034,0.0015992334751374615
0.4398229715025712,0.5026548245743672,0.4712388980384692,0.0013687297731307519,0.0004456338406573063,0.022281692032865317,0.0004188344169218678
0.5026548245743672,0.5654866776461631,0.5340707511102651,0.0023236575218266247,0.0009549296585513707,0.03342253804929798,0.007425899615969147
0.5654866776461631,0.6283185307179591,0.5969026041820611,0.004774638743479366,0.0028647889756541122,0.062070427805839094,0.024802375220839466
0.6283185307179591,0.691150383789755,0.659734457253857,0.010090403211219729,0.005984225860255257,0.03342253804929798,0.007217759123265138
0.691150383789755,0.7539822368615505,0.7225663103256528,0.0167112356021779,0.011236338982287875,0.058887328944001616,0.029896863237982033
0.7539822368615505,0.8168140899333465,0.7853981633974485,0.028902479860528435,0.019576058000303098,0.06684507609859595,0.053281564797127236
0.8168140899333465,0.8796459430051424,0.8482300164692445,0.04115738596879214,0.02874338272239626,0.08116902097686651,0.03957389050036188
0.8796459430051424,0.9424777960769379,0.9110618695410402,0.04895596258314212,0.03787887645587131,0.09230986699329982,0.038182214761512824
0.9424777960769379,1.0053096491487343,0.9738937226128361,0.04940159553253283,0.03972507379573674,0.10504226244065003,0.1015188987227361
1.0053096491487343,1.0681415022205298,1.036725575684632,0.04319456516601031,0.03323155211758793,0.08116902097686708,0.04890472778005683
1.0681415022205298,1.1309733552923262,1.099557428756428,0.0305258570333112,0.0264197205532544,0.07957747154594699,0.0807892231477263
1.1309733552923262,1.1938052083641217,1.162389281828224,0.01782531797565643,0.015915494309189624,0.07639437268411019,0.01733575570579299
1.1938052083641217,1.2566370614359172,1.2252211349000195,0.009326461012263094,0.00849887396110726,0.0509295817894068,0.009041581637037159
1.2566370614359172,1.3194689145077136,1.2880529879718154,0.004233513019218342,0.0038833806114422133,0.044563384065730315,0.015906067326857523
1.3194689145077136,1.3823007675795091,1.3508848410436114,0.0012732369982611732,0.001432394487827066,0.04774648292756887,0.0021285764362997833
1.3823007675795091,1.4451326206513055,1.4137166941154073,0.0005729566492175199,0.0004456338406573032,0.02546479089470304,0.000359457581727917
1.4451326206513055,1.507964473723101,1.4765485471872033,3.1830924956529336e-05,0.000127323954473517,0.022281692032865473,7.020835057389603e-05
1.507964473723101,1.5707963267948966,1.5393804002589988,6.366184991305867e-05,0.0,0.02069014260194651,5.166883480063912e-06
1.5707963267948966,1.633628179866693,1.6022122533307948,3.183092495652888e-05,3.1830988618378796e-05,0.00636619772367576,6.540440397516005e-07
1.633628179866693,1.6964600329384885,1.6650441064025907,0.0,3.183098861837925e-05,0.007957747154594812,2.4336892861797736e-07
1.6964600329384885,1.7592918860102849,1.7278759594743867,0.0,0.0,0.00954929658551364,3.17544471396351e-07
1.7592918860102849,1.8221237390820804,1.7907078125461826,0.0,0.0,0.007957747154594812,4.827447839197659e-08
1.8221237390820804,1.8849555921538759,1.8535396656179781,0.0,0.0,0.007957747154594812,1.1373002692329787e-08
1.8849555921538759,1.9477874452256723,1.916371518689774,0.0,0.0,0.00477464829275682,8.995315605805447e-08
1.9477874452256723,2.0106192982974678,1.97920337176157,0.0,0.0,0.003183098861837925,2.230371038275596e-09
2.0106192982974678,2.073451151369264,2.042035224833366,0.0,0.0,0.00159154943091894,1.1265347984261379e-10
2.073451151369264,2.1362830044410597,2.104867077905162,0.0,0.0,0.007957747154594812,2.620724048281262e-10
2.1362830044410597,2.199114857512856,2.167698930976958,0.0,0.0,0.00477464829275682,6.37612864892278e-11
2.199114857512856,2.2619467105846516,2.230530784048754,0.0,0.0,0.003183098861837925,2.7704398250370428e-11
2.2619467105846516,2.324778563656447,2.2933626371205493,0.0,0.0,0.004774648292756887,5.614915895159264e-11
2.324778563656447,2.3876104167282435,2.3561944901923453,0.0,0.0,0.00159154943091894,2.204477789218806e-11
2.3876104167282435,2.450442269800039,2.4190263432641412,0.0,0.0,0.003183098861837925,1.0276902268255593e-10
2.450442269800039,2.5132741228718354,2.481858196335937,0.0,0.0,0.00318309886183788,1.2769043558664396e-10
2.5132741228718354,2.576105975943631,2.544690049407733,0.0,0.0,0.00636619772367585,2.7357894487573204e-10
2.576105975943631,2.6389378290154264,2.6075219024795286,0.0,0.0,0.0015915494309189625,1.5126965441515798e-09
2.6389378290154264,2.701769682087223,2.6703537555513246,0.0,0.0,0.00477464829275682,7.267612204616342e-07
2.701769682087223,2.7646015351590183,2.7331856086231205,0.0,0.0,0.0015915494309189625,2.535432173573348e-10
2.7646015351590183,2.8274333882308147,2.7960174616949165,0.0,0.0,0.00159154943091894,4.6212027035175477e-07
2.8274333882308147,2.89026524130261,2.8588493147667124,3.1830924956529336e-05,0.0,0.00636619772367585,1.5967425478824442e-06
2.89026524130261,2.9530970943744057,2.921681167838508,6.366184991305867e-05,3.183098861837925e-05,0.011140846016432737,6.5831443729250906e-06
2.9530970943744057,3.015928947446202,2.984513020910304,0.00015915462478264443,6.366197723675759e-05,0.00318309886183788,6.427738112061803e-06
3.015928947446202,3.0787608005179976,3.0473448739821,0.0004456329493914107,0.00031830988618379244,0.014323944878270663,0.00017465206594282699
3.0787608005179976,3.141592653589793,3.1101767270538954,0.0014005606980872906,0.000763943726841102,0.02069014260194651,0.0005189745245393842
