bin_left,bin_right,bin_center,reference_density,proposal_density,reweighted_density
-311.37027435302736,-311.0749416859945,-311.2226080195109,0.0012595940020413417,0.020316072923054485,0.03410727718951892
-311.0749416859945,-310.7796090189616,-310.92727535247803,0.0016591426370974652,0.025056489938433863,0.03392120966519043
-310.7796090189616,-310.4842763519287,-310.63194268544515,0.0022347635520088226,0.02674949601535507,0.043191660603930385
-310.4842763519287,-310.18894368489583,-310.3366100184123,0.0032099331019762828,0.02979690695381324,0.05785671641084598
-310.18894368489583,-309.89361101786295,-310.0412773513794,0.004252822759580388,0.030812710599965966,0.05904654302917794
-309.89361101786295,-309.59827835083007,-309.7459446843465,0.005810385235222886,0.036230330046113826,0.053769986418994435
-309.59827835083007,-309.3029456837972,-309.45061201731363,0.007029347172682342,0.039616342199956245,0.06545670718534406
-309.3029456837972,-309.0076130167643,-309.15527935028075,0.008817158014289716,0.03216711546150293,0.04673399437007984
-309.0076130167643,-308.71228034973143,-308.85994668324787,0.010110612070149435,0.032505716676887175,0.06393593939662205
-308.71228034973143,-308.4169476826986,-308.56461401621505,0.01223025143917845,0.03860053855380902,0.07847076473675568
-308.4169476826986,-308.1216150156657,-308.26928134918217,0.014939055744641485,0.041309348276871716,0.07886027851024413
-308.1216150156657,-307.82628234863284,-307.9739486821493,0.017722352168507125,0.03961634219995074,0.052130050656519815
-307.82628234863284,-307.53094968159996,-307.6786160151164,0.01949661898858693,0.04571116407686625,0.0648051444137366
-307.53094968159996,-307.2356170145671,-307.3832833480835,0.022699780079799704,0.041986550707640104,0.051053546170637065
-307.2356170145671,-306.9402843475342,-307.08795068105064,0.02544244443908344,0.04164794949225591,0.056750612929485036
-306.9402843475342,-306.6449516805013,-306.79261801401776,0.027832964238656572,0.04029354463071914,0.06638151548749949
-306.6449516805013,-306.34961901346844,-306.4972853469849,0.030731384845498082,0.0480813725845556,0.0690802071866294
-306.34961901346844,-306.05428634643556,-306.201952679952,0.034604975002306394,0.04537256286148205,0.06268203627283726
-306.05428634643556,-305.7589536794027,-305.9066200129191,0.036765246435913945,0.04469536043071366,0.06323798887450936
-305.7589536794027,-305.4636210123698,-305.61128734588624,0.03955531487054196,0.04571116407686625,0.10715375808026963
-305.4636210123698,-305.1682883453369,-305.31595467885336,0.042155767003786405,0.04672696772301883,0.06291322807034379
-305.1682883453369,-304.87295567830404,-305.0206220118205,0.0452573479335429,0.048758575015324,0.06429788471652209
