bin_left,bin_right,bin_center,reference_density,implicit_reference_density,proposal_density,reweighted_density
-3.141592653589793,-3.078760800517997,-3.1101767270538954,0.174401637836823,0.18732536801916055,0.21963382146681523,0.24934083085111122
-3.078760800517997,-3.015928947446201,-3.047344873982099,0.1083524685520251,0.12515944724746633,0.16392959138465196,0.11138072206314291
-3.015928947446201,-2.9530970943744057,-2.9845130209103035,0.06789536293227708,0.07964113352318487,0.11777465788800323,0.08603473834541417
-2.9530970943744057,-2.8902652413026098,-2.921681167838508,0.04389484551505364,0.05026113102842048,0.09230986699329917,0.044708418897508415
-2.8902652413026098,-2.827433388230814,-2.8588493147667116,0.02540107811531023,0.02966648139232925,0.07161972439135281,0.016786935808848893
-2.827433388230814,-2.764601535159018,-2.796017461694916,0.016329264502699434,0.0189712692165539,0.05092958178940644,0.017261047745876744
-2.764601535159018,-2.701769682087222,-2.7331856086231197,0.010886176335132957,0.011077184039195899,0.05092958178940644,0.008253062391683958
-2.701769682087222,-2.6389378290154264,-2.670353755551324,0.006366184991305867,0.007703099245647778,0.028647889756541325,0.006065925931264722
-2.6389378290154264,-2.5761059759436304,-2.6075219024795286,0.0033104161954790275,0.004138028520389273,0.020690142601946366,0.0018633314435807073
-2.5761059759436304,-2.5132741228718345,-2.5446900494077322,0.0027374595462615037,0.0031194368846011442,0.019098593171027415,0.0011706105078887967
-2.5132741228718345,-2.4504422698000385,-2.4818581963359367,0.001750700872609101,0.0022281692032865316,0.023873241463784268,0.002217821403482394
-2.4504422698000385,-2.3876104167282426,-2.4190263432641403,0.0013687297731307519,0.0014960564650638142,0.019098593171027415,0.0030311520156851286
-2.3876104167282426,-2.324778563656447,-2.356194490192345,0.00047746387434794004,0.0010822536130248946,0.0127323954473517,0.0013428514852718233
-2.324778563656447,-2.2619467105846507,-2.293362637120549,0.0005411257242609911,0.0009867606471697426,0.01273239544735152,0.0029206705647256102
-2.2619467105846507,-2.199114857512855,-2.230530784048753,0.0004456329493914107,0.0009230986699329982,0.02069014260194651,0.00032565408208505916
-2.199114857512855,-2.1362830044410592,-2.1676989309769574,0.0005411257242609949,0.0008594366926962337,0.01273239544735161,0.0001877326623549662
-2.1362830044410592,-2.0734511513692633,-2.104867077905161,0.00041380202443487844,0.0002864788975654112,0.007957747154594757,0.00026275701941778695
-2.0734511513692633,-2.0106192982974678,-2.0420352248333655,0.00022281647469570535,0.00044563384065730946,0.011140846016432737,0.0001408123522229702
-2.0106192982974678,-1.9477874452256716,-1.9792033717615696,0.00031830924956528995,0.00044563384065730475,0.003183098861837891,3.281456387450085e-05
-1.9477874452256716,-1.8849555921538759,-1.9163715186897736,0.0003819710994783507,0.00044563384065730795,0.012732395447351655,0.0002818085417194458
-1.8849555921538759,-1.82212373908208,-1.853539665617978,0.0003183092495652911,0.00038197186342054827,0.015915494309189513,0.000136120457668144
-1.82212373908208,-1.759291886010284,-1.790707812546182,0.00015915462478264554,0.0004138028520389273,0.007957747154594757,8.084310060595149e-05
-1.759291886010284,-1.6964600329384882,-1.7278759594743862,0.00012732369982611688,0.00031830988618379135,0.011140846016432698,0.000131630524216553
-1.6964600329384882,-1.6336281798666923,-1.6650441064025903,0.00015915462478264554,0.00031830988618379027,0.011140846016432658,9.301812254663122e-05
-1.6336281798666923,-1.5707963267948963,-1.6022122533307943,0.0005092947993044658,0.0004774648292756854,0.017507043740108464,0.00020769801485985727
-1.5707963267948963,-1.5079644737231006,-1.5393804002589984,0.0003819710994783507,0.0006366197723675827,0.006366197723675827,2.889631330520535e-05
-1.5079644737231006,-1.4451326206513047,-1.4765485471872026,0.0003183092495652911,0.0008594366926962337,0.019098593171027415,0.0004916802125149226
-1.4451326206513047,-1.3823007675795087,-1.4137166941154067,0.0007957731239132278,0.0010822536130248867,0.02864788975654112,0.0007293822642009446
-1.3823007675795087,-1.319468914507713,-1.350884841043611,0.0010822514485219936,0.0017507043740108525,0.03023943918746018,0.0025721218011298262
-1.319468914507713,-1.256637061435917,-1.288052987971815,0.002291826596870096,0.002705634032562217,0.03342253804929798,0.0037708552930112156
-1.256637061435917,-1.1938052083641213,-1.225221134900019,0.0028011213961745716,0.0038833806114422545,0.03501408748021705,0.0011563475950922323
