top_fraction,top_percent,cumulative_weight_mass
1e-05,0.001,0.00043996566091664135
2e-05,0.002,0.0008033722115214914
3e-05,0.003,0.0011118475522380322
4e-05,0.004,0.0014178677229210734
5e-05,0.005,0.001691811194177717
6e-05,0.006,0.001963499962585047
7e-05,0.006999999999999999,0.002228353754617274
8e-05,0.008,0.0024852079804986715
9e-05,0.009000000000000001,0.002739656309131533
0.0001,0.01,0.002991083631059155
0.00011,0.011000000000000001,0.0032398938201367855
0.00012,0.012,0.003482030631857924
0.00013,0.013,0.0037216035852907225
0.00014,0.013999999999999999,0.003947873206925578
0.00015,0.015,0.00416980023146607
0.00016,0.016,0.004372452211100608
0.00017,0.017,0.004571060257148929
0.00018,0.018000000000000002,0.004768829487147741
0.00019,0.019,0.004951142793288454
0.0002,0.02,0.005130599485710263
0.00021,0.021,0.005309889049385674
0.00022,0.022000000000000002,0.005486926806042902
0.00023,0.023,0.005661601913743652
0.00024,0.024,0.005832224647747353
0.00025,0.025,0.006002632726449519
0.00026,0.026,0.0061723301478195935
0.00027,0.027,0.006338268794934265
0.00028,0.027999999999999997,0.006500685485661961
0.00029,0.029,0.006661927720415406
0.0003,0.03,0.006823003044701181
0.00031,0.031,0.00698230808484368
0.00032,0.032,0.007141465219319798
0.00033,0.033,0.007300275756279007
0.00034,0.034,0.007457912652171217
0.00035,0.034999999999999996,0.007614975111209787
0.00036,0.036000000000000004,0.007771988894091919
0.00037,0.037,0.007928797975182533
0.00038,0.038,0.008084874512860551
0.00039,0.039,0.00824044355249498
0.0004,0.04,0.00839520302542951
0.00041,0.041,0.008547511577489786
0.00042,0.042,0.008699525555130094
0.00043,0.043,0.008850872691255063
0.00044,0.044000000000000004,0.009001338185044006
0.00045,0.045,0.009150841637165286
0.00046,0.046,0.009299908866523765
0.00047,0.047,0.0094470473122783
0.00048,0.048,0.0095940780302044
0.00049,0.049,0.009741075948113576
0.0005,0.05,0.009887326043099165
0.00051,0.051000000000000004,0.010033072117948905
0.00052,0.052,0.01017880011931993
0.00053,0.053,0.010324029921321198
0.00054,0.054,0.010469013956026174
0.00055,0.055,0.01061328970536124
0.00056,0.055999999999999994,0.010756083545857109
0.00057,0.056999999999999995,0.010898702923441306
0.00058,0.058,0.011040508281439543
0.00059,0.059000000000000004,0.011180814020917751
0.0006,0.06,0.011319945333525538
0.00061,0.061,0.011459073997684754
0.00062,0.062,0.01159798601293005
0.00063,0.063,0.011736753047443926
0.00064,0.064,0.011875328593305312
0.00065,0.065,0.012013285435386933
0.00066,0.066,0.012150658847531304
0.00067,0.067,0.012286927187233232
0.00068,0.068,0.012422766842064448
0.00069,0.06899999999999999,0.012557331298012286
0.0007,0.06999999999999999,0.012690028539509512
0.00071,0.07100000000000001,0.012822703254641965
0.00072,0.07200000000000001,0.012954245336004533
0.00073,0.073,0.013085238475468941
0.00074,0.074,0.013215962433605455
0.00075,0.075,0.013346544219530188
0.00076,0.076,0.013476999913109466
0.00077,0.077,0.013607285771286115
0.00078,0.078,0.013737385757849552
0.00079,0.079,0.013867384055629373
0.0008,0.08,0.013997193062095903
0.00081,0.08099999999999999,0.01412696554325521
0.00082,0.082,0.014256644746637903
0.00083,0.083,0.014386246053618379
0.00084,0.084,0.014515589427901432
0.00085,0.08499999999999999,0.014644042938016355
0.00086,0.086,0.014772455775528215
0.00087,0.087,0.014900751106324606
0.00088,0.08800000000000001,0.015028846421046183
0.00089,0.089,0.015156768145971
0.0009,0.09,0.015284609253285453
0.00091,0.091,0.015411860062158667
0.00092,0.092,0.015539106738287956
0.00093,0.093,0.015666266073822044
0.00094,0.094,0.01579289330402389
0.00095,0.095,0.015919478275463916
0.00096,0.096,0.016045943542849272
0.00097,0.097,0.016172317671589553
0.00098,0.098,0.01629846879222896
0.00099,0.099,0.016424321540398523
0.001,0.1,0.01654985686764121
0.00101,0.101,0.01667529765109066
0.00102,0.10200000000000001,0.01680067840788979
0.00103,0.10300000000000001,0.016925492833252065
0.00104,0.104,0.017049175425199792
0.00105,0.105,0.017172251697047614
0.00106,0.106,0.017295126730459742
0.00107,0.107,0.017417482915334404
0.00108,0.108,0.017539828244480304
0.00109,0.109,0.01766186652093893
0.0011,0.11,0.017783575283829123
0.00111,0.11100000000000002,0.01790511435683584
0.00112,0.11199999999999999,0.01802658308588434
0.00113,0.11299999999999999,0.018147954084270168
0.00114,0.11399999999999999,0.018269104439241346
0.00115,0.11499999999999999,0.01839018295140704
0.00116,0.116,0.018511244023102336
0.00117,0.117,0.018632283281476703
0.00118,0.11800000000000001,0.018753270836896263
0.00119,0.11900000000000001,0.01887413107760949
0.0012,0.12,0.01899497011618223
0.00121,0.121,0.019115575902105775
0.00122,0.122,0.019236103966250084
0.00123,0.123,0.019356330667505972
0.00124,0.124,0.01947607734473422
0.00125,0.125,0.01959567952872021
0.00126,0.126,0.019715004185854923
0.00127,0.127,0.01983403356280178
0.00128,0.128,0.019953045011789072
0.00129,0.129,0.02007187466369942
0.0013,0.13,0.020190440787700936
0.00131,0.131,0.02030890936293872
0.00132,0.132,0.0204273509370978
0.00133,0.133,0.020545791943732183
0.00134,0.134,0.020663969735323917
0.00135,0.135,0.020782075080205686
0.00136,0.136,0.020899820323393214
0.00137,0.13699999999999998,0.021017480590671767
0.00138,0.13799999999999998,0.021134803362656385
0.00139,0.13899999999999998,0.02125210376107134
0.0014,0.13999999999999999,0.02136937541217776
0.00141,0.14100000000000001,0.021486407858901657
0.00142,0.14200000000000002,0.021603063789370935
0.00143,0.14300000000000002,0.021719635973568074
0.00144,0.14400000000000002,0.021836123130924534
0.00145,0.145,0.021952142655209173
0.00146,0.146,0.02206775483500678
0.00147,0.147,0.022183352019055746
0.00148,0.148,0.022298760624835268
0.00149,0.149,0.022414020197174978
0.0015,0.15,0.02252903962653363
0.00151,0.151,0.022644015080004465
0.00152,0.152,0.022758838327717967
0.00153,0.153,0.022873620415339246
0.00154,0.154,0.022988258315308485
0.00155,0.155,0.023102819272025954
0.00156,0.156,0.023217308800667524
0.00157,0.157,0.023331722361035645
