top_fraction,top_percent,cumulative_weight_mass
1e-05,0.001,0.0006624369416385889
2e-05,0.002,0.00104343646671623
3e-05,0.003,0.001197018296807073
4e-05,0.004,0.0013312224327819422
5e-05,0.005,0.0014379606509464793
6e-05,0.006,0.001541877347335685
7e-05,0.006999999999999999,0.0016418145823990926
8e-05,0.008,0.0017058408702723682
9e-05,0.009000000000000001,0.001769803318893537
0.0001,0.01,0.001827257772674784
0.00011,0.011000000000000001,0.0018765119966701604
0.00012,0.012,0.0019201752147637308
0.00013,0.013,0.0019628346999525093
0.00014,0.013999999999999999,0.002005335976718925
0.00015,0.015,0.0020477182952163275
0.00016,0.016,0.0020873627909168135
0.00017,0.017,0.0021263861090119462
0.00018,0.018000000000000002,0.0021625488552672323
0.00019,0.019,0.002198688394855708
0.0002,0.02,0.002234676605439745
0.00021,0.021,0.0022706612799083814
0.00022,0.022000000000000002,0.00230662585090613
0.00023,0.023,0.002342556279472774
0.00024,0.024,0.0023783992255630437
0.00025,0.025,0.0024142338697856758
0.00026,0.026,0.002450002582918387
0.00027,0.027,0.002485581764631206
0.00028,0.027999999999999997,0.0025211598913301714
0.00029,0.029,0.002556701125286054
0.0003,0.03,0.002592054537672084
0.00031,0.031,0.002627402322104899
0.00032,0.032,0.0026627398256096058
0.00033,0.033,0.0026980437760357745
0.00034,0.034,0.002733309167524567
0.00035,0.034999999999999996,0.002768548671156168
0.00036,0.036000000000000004,0.002803596667945385
0.00037,0.037,0.0028386363774188794
0.00038,0.038,0.0028736668318742886
0.00039,0.039,0.0029086458416713867
0.0004,0.04,0.002943617681012256
0.00041,0.041,0.002978563181386562
0.00042,0.042,0.0030135031847748905
0.00043,0.043,0.00304843089543283
0.00044,0.044000000000000004,0.0030832875600026455
0.00045,0.045,0.0031180461010080762
0.00046,0.046,0.0031526561579084955
0.00047,0.047,0.0031872392537479755
0.00048,0.048,0.003221818624297157
0.00049,0.049,0.0032563356253376696
0.0005,0.05,0.003290849599579815
0.00051,0.051000000000000004,0.0033253341607633047
0.00052,0.052,0.003359738864674
0.00053,0.053,0.003394063143787207
0.00054,0.054,0.003428355328651378
0.00055,0.055,0.0034626452579686884
0.00056,0.055999999999999994,0.003496900146274129
0.00057,0.056999999999999995,0.0035310881612531375
0.00058,0.058,0.00356523023583577
0.00059,0.059000000000000004,0.0035993395067634992
0.0006,0.06,0.003633420812548138
0.00061,0.061,0.003667466968181543
0.00062,0.062,0.0037014581976109184
0.00063,0.063,0.0037353289262682665
0.00064,0.064,0.003769170110899722
0.00065,0.065,0.0038029090464988258
0.00066,0.066,0.0038364658757927828
0.00067,0.067,0.003870016687869793
0.00068,0.068,0.003903563854692038
0.00069,0.06899999999999999,0.003937105710065225
0.0007,0.06999999999999999,0.003970587800722569
0.00071,0.07100000000000001,0.004004046397312777
0.00072,0.07200000000000001,0.004037414306367282
0.00073,0.073,0.004070759692694992
0.00074,0.074,0.0041040133000933565
0.00075,0.075,0.0041372118357685395
0.00076,0.076,0.004170399992290186
0.00077,0.077,0.004203565873467596
0.00078,0.078,0.004236720811604755
0.00079,0.079,0.004269867149560014
0.0008,0.08,0.0043029531043430325
0.00081,0.08099999999999999,0.004336028301622719
0.00082,0.082,0.004369069069070974
0.00083,0.083,0.0044020965724484995
0.00084,0.084,0.004435114220541436
0.00085,0.08499999999999999,0.004468127932341304
0.00086,0.086,0.004501101306232158
0.00087,0.087,0.004534071063972078
0.00088,0.08800000000000001,0.00456701608345611
0.00089,0.089,0.004599904033966595
0.0009,0.09,0.004632761985703837
0.00091,0.091,0.004665504540753318
0.00092,0.092,0.004698234421084635
0.00093,0.093,0.004730954344267957
0.00094,0.094,0.004763672990520718
0.00095,0.095,0.0047963211582100485
0.00096,0.096,0.004828920296858996
0.00097,0.097,0.004861466255533742
0.00098,0.098,0.0048940095148282126
0.00099,0.099,0.004926530495140469
0.001,0.1,0.004958929755957797
0.00101,0.101,0.004991304464056157
