y,exact_probability_per_bin,proposal_probability_per_bin,reweighted_probability_per_bin
0.15625,1.178597886139041e-08,0.0,0.0
0.46875,1.504324969299635e-08,0.0,0.0
0.78125,1.9371128593019386e-08,0.0,0.0
1.09375,2.52620544692886e-08,0.0,0.0
1.40625,3.352086816029062e-08,0.0,0.0
1.71875,4.5516086932696344e-08,0.0,0.0
2.03125,6.367324097938416e-08,0.0,0.0
2.34375,9.247817590216918e-08,0.0,0.0
2.65625,1.4058683384127023e-07,0.0,0.0
2.96875,2.253977318209663e-07,0.0,0.0
3.28125,3.8321429091187454e-07,0.0,0.0
3.59375,6.922411610553219e-07,0.0,0.0
3.90625,1.3250602794500884e-06,0.0,0.0
4.21875,2.6678773193273104e-06,3.3333333333333333e-06,7.983113109485265e-07
4.53125,5.58605707816419e-06,0.0,0.0
4.84375,1.1991693985986229e-05,2.3333333333333336e-05,1.492817918627632e-06
5.15625,2.5976666199319275e-05,4.333333333333333e-05,7.1205723437953955e-06
5.46875,5.5843769505400705e-05,5.666666666666666e-05,7.55445195084927e-06
5.78125,0.00011716422006489128,0.00012666666666666666,2.875490534564236e-05
6.09375,0.000236058670024795,0.00034333333333333335,7.218478720484426e-05
6.40625,0.00044987352874036236,0.0007766666666666666,0.0002692683479537599
6.71875,0.000800074567514136,0.0019100000000000002,0.0006312044100898508
7.03125,0.001312662763169471,0.00359,0.0010972979238469377
7.34375,0.0019690096757663364,0.005756666666666667,0.0018744353533132585
7.65625,0.002683731279431997,0.007189999999999999,0.0026559111710709763
7.96875,0.003313665496743432,0.008173333333333331,0.00337752714303556
8.28125,0.003707444292506916,0.008296666666666664,0.003385959469705805
8.59375,0.003772423876281723,0.008319999999999998,0.0031424875055547025
8.90625,0.003515393811703782,0.0072833333333333335,0.002754591837909509
9.21875,0.0030306356146967525,0.005966666666666666,0.002242628179102618
9.53125,0.0024487478886101566,0.004783333333333332,0.0018064507959124692
9.84375,0.0018832931066812136,0.003619999999999999,0.0013647462762744606
10.15625,0.0014028231060889335,0.0028566666666666666,0.001017972038948999
10.46875,0.001031051097057412,0.0022666666666666673,0.0007650142769149934
10.78125,0.0007620367114662939,0.0018900000000000002,0.0005599228144948674
11.09375,0.0005767187679998583,0.00164,0.00044702062977563736
11.40625,0.00045410921673413445,0.0015933333333333333,0.00044143682092838107
11.71875,0.00037658625754364726,0.0014633333333333332,0.00035588139335383486
12.03125,0.0003312806575467377,0.0016333333333333336,0.0003608038391636993
12.34375,0.00030960731057610215,0.0015266666666666666,0.00030658100626275165
12.65625,0.00030621211819737023,0.0015599999999999998,0.00029921313050657397
12.96875,0.0003178907518346275,0.0018366666666666661,0.0003636298545107932
13.28125,0.000342621912777364,0.0015999999999999996,0.00033206369693670584
13.59375,0.0003786912356170011,0.0019133333333333326,0.00038825778349037125
13.90625,0.00042387038468451083,0.0020266666666666666,0.00042963809906594185
14.21875,0.0004746957202533954,0.0023266666666666674,0.0005086957017039144
14.53125,0.0005260120054533656,0.002416666666666668,0.0005341373201930901
14.84375,0.0005710383921905637,0.002676666666666668,0.0005937413547368645
15.15625,0.0006021793118207728,0.0029900000000000005,0.000613071364314728
15.46875,0.000612569481450988,0.0032333333333333333,0.0006708040016607632
15.78125,0.0005979549652277117,0.00301,0.0005934547751624043
16.09375,0.0005581812745107101,0.002713333333333335,0.000590129846897283
16.40625,0.0004975600356134756,0.0025099999999999996,0.0005262641869757495
16.71875,0.0004238278245153002,0.0017933333333333328,0.00041262778575396704
17.03125,0.00034607965239567075,0.0015433333333333336,0.0003769773678761601
17.34375,0.00027253283605672073,0.0012933333333333334,0.0002931605617239149
17.65625,0.00020895878570045226,0.000896666666666667,0.00018748478132031644
17.96875,0.00015817656623700027,0.0007666666666666669,0.00017406526468604402
18.28125,0.00012047028914979276,0.0006500000000000004,0.00012741620956720724
18.59375,9.448427269367433e-05,0.00045000000000000004,9.356636808472523e-05
18.90625,7.814722278237669e-05,0.00038666666666666667,8.130327103988958e-05
19.21875,6.935940425144465e-05,0.0003666666666666666,6.839318856086722e-05
19.53125,6.637872419108814e-05,0.00034666666666666656,6.405221242386524e-05
19.84375,6.796676829628536e-05,0.00032999999999999984,5.926932499757317e-05
20.15625,7.339416185300934e-05,0.00035666666666666654,9.576384186506514e-05
20.46875,8.239023068646588e-05,0.00034333333333333313,0.00010914973092187693
20.78125,9.509107802188163e-05,0.00042,0.00011639992807884793
21.09375,0.00011201366224852368,0.00034666666666666646,0.00011591676946513002
21.40625,0.00013406750207266586,0.0003899999999999998,0.00013389141228541167
21.71875,0.00016260888886412487,0.0004566666666666665,0.00018548196360671353
22.03125,0.00019954154019555194,0.0005400000000000001,0.00019555485302633866
22.34375,0.0002474695836035908,0.000566666666666667,0.0002661620985456502
22.65625,0.0003099117549558747,0.0006766666666666676,0.00037458031927546897
22.96875,0.00039158859724412113,0.000763333333333334,0.00044121893975823635
23.28125,0.0004987963712736928,0.000866666666666667,0.0005331312496190009
23.59375,0.0006398813198442392,0.0011333333333333334,0.0007383764838931674
23.90625,0.000825824439840495,0.0012299999999999998,0.0008852188712607393
24.21875,0.0010709380519772409,0.0015033333333333329,0.0011129347075004266
24.53125,0.0013936587409153467,0.0017399999999999998,0.0013669627548911648
24.84375,0.0018173939446651981,0.0020433333333333336,0.0017230575470139884
25.15625,0.002371339251815778,0.0027866666666666673,0.002471240700992811
25.46875,0.0030911294419224537,0.0033566666666666675,0.0032290545198887894
25.78125,0.004019120691553145,0.004160000000000002,0.00417821181363201
26.09375,0.0052040314650477456,0.005206666666666668,0.005395441797142971
26.40625,0.006699609739230534,0.006370000000000007,0.006782953050274161
26.71875,0.008561966777453571,0.007939999999999997,0.00864559536297614
27.03125,0.010845252118605049,0.010403333333333329,0.010944212549871967
27.34375,0.013595472830584918,0.012393333333333327,0.013033442691756606
27.65625,0.01684250826678297,0.01572000000000001,0.016664081340318385
27.96875,0.020590746416310216,0.019023333333333343,0.020163136987003397
28.28125,0.02480924272612399,0.022620000000000008,0.024085318750939045
28.59375,0.029422805171186527,0.027786666666666664,0.02956708252684485
28.90625,0.034305821723396565,0.03169666666666667,0.034067275980780756
29.21875,0.03928081756313364,0.037093333333333346,0.03994621311712393
29.53125,0.04412351134285915,0.04106666666666668,0.04438668306088434
29.84375,0.04857543793288843,0.04571666666666668,0.049360424010638435
30.15625,0.05236403229987238,0.048443333333333345,0.05259598437262121
30.46875,0.05522858286094573,0.05106333333333333,0.05560427643691834
30.78125,0.05694896219028625,0.05167,0.05671900731086944
31.09375,0.05737291447838218,0.052679999999999984,0.05820080723724967
31.40625,0.05643729241278964,0.05140000000000001,0.05734772243903485
31.71875,0.05417922064524926,0.04837333333333336,0.05450038141113219
32.03125,0.050734707056462394,0.04559000000000001,0.05173886227454069
32.34375,0.04632444003669848,0.041406666666666675,0.04725965903605453
32.65625,0.0412288962044605,0.036100000000000014,0.041290865984138045
32.96875,0.03575685658636939,0.031740000000000004,0.036332250648751264
33.28125,0.030212506106394234,0.02632333333333333,0.03007414757316197
33.59375,0.024866233639175256,0.021893333333333338,0.025073418899303656
33.90625,0.019933133687535312,0.017226666666666664,0.019944415209063954
34.21875,0.015561387049503972,0.013526666666666664,0.01561418837777518
34.53125,0.01183066823055209,0.010479999999999996,0.012113070273679787
34.84375,0.008758983044311856,0.007716666666666666,0.008795120467525093
35.15625,0.006315224185207366,0.005413333333333334,0.006051735402968408
35.46875,0.004434370292125302,0.004106666666666669,0.004533086140348681
35.78125,0.0030325596030313894,0.0028566666666666666,0.0029871886808427624
36.09375,0.002020016071220954,0.001906666666666667,0.0020203152932325285
36.40625,0.0013107203186735047,0.0011400000000000004,0.0011382922694222006
36.71875,0.0008285632436130599,0.0006733333333333335,0.0006702501587089469
37.03125,0.0005103460588036248,0.0004133333333333333,0.000381227388509744
37.34375,0.0003063437687617169,0.00015999999999999999,0.0001520350691096248
37.65625,0.00017925446410610663,6.333333333333333e-05,5.90210614842133e-05
37.96875,0.00010228398170889728,4.333333333333333e-05,5.0255062274834865e-05
38.28125,5.6945949002254335e-05,5.666666666666667e-05,5.3929371772177854e-05
38.59375,3.096085580305621e-05,9.999999999999999e-06,5.591355569357415e-06
38.90625,1.6461544904132528e-05,1.6666666666666667e-05,1.2649077297537485e-05
39.21875,8.579496433842837e-06,6.666666666666667e-06,5.3468804800199204e-06
