y,exact_probability_per_bin,proposal_probability_per_bin,reweighted_probability_per_bin
0.15625,1.178597886139041e-08,0.0,0.0
0.46875,1.504324969299635e-08,0.0,0.0
0.78125,1.9371128593019386e-08,0.0,0.0
1.09375,2.52620544692886e-08,0.0,0.0
1.40625,3.352086816029062e-08,0.0,0.0
1.71875,4.5516086932696344e-08,0.0,0.0
2.03125,6.367324097938416e-08,0.0,0.0
2.34375,9.247817590216918e-08,0.0,0.0
2.65625,1.4058683384127023e-07,0.0,0.0
2.96875,2.253977318209663e-07,0.0,0.0
3.28125,3.8321429091187454e-07,0.0,0.0
3.59375,6.922411610553219e-07,0.0,0.0
3.90625,1.3250602794500884e-06,0.0,0.0
4.21875,2.6678773193273104e-06,1e-05,1.226760055753454e-05
4.53125,5.58605707816419e-06,0.0,0.0
4.84375,1.1991693985986229e-05,3.0000000000000004e-05,1.5755190923704276e-05
5.15625,2.5976666199319275e-05,7.000000000000001e-05,2.7131518186383158e-05
5.46875,5.5843769505400705e-05,0.00012,4.313526533186834e-05
5.78125,0.00011716422006489128,0.00033000000000000005,0.00012419145594890285
6.09375,0.000236058670024795,0.0004800000000000001,0.00022342155593152387
6.40625,0.00044987352874036236,0.0007200000000000006,0.00040447313624209104
6.71875,0.000800074567514136,0.0011300000000000004,0.0007743140678344955
7.03125,0.001312662763169471,0.00178,0.0014658827489877299
7.34375,0.0019690096757663364,0.0019900000000000004,0.0018554060451981345
7.65625,0.002683731279431997,0.002850000000000001,0.0029929315912848174
7.96875,0.003313665496743432,0.0029200000000000007,0.003029456366456744
8.28125,0.003707444292506916,0.0032400000000000007,0.0028175530322705846
8.59375,0.003772423876281723,0.0029300000000000007,0.0025399023133573354
8.90625,0.003515393811703782,0.0027600000000000003,0.0023646520291377123
9.21875,0.0030306356146967525,0.002370000000000001,0.001963416434110193
9.53125,0.0024487478886101566,0.0019300000000000003,0.00195211641346974
9.84375,0.0018832931066812136,0.0016100000000000005,0.0017133683674753696
10.15625,0.0014028231060889335,0.0012200000000000004,0.0013097373111780107
10.46875,0.001031051097057412,0.0009800000000000002,0.000952281932387256
10.78125,0.0007620367114662939,0.0006100000000000004,0.0005646713465818931
11.09375,0.0005767187679998583,0.0007400000000000004,0.0006068840872393738
11.40625,0.00045410921673413445,0.0006100000000000004,0.00041914207226427557
11.71875,0.00037658625754364726,0.0004900000000000002,0.0003262939178600591
12.03125,0.0003312806575467377,0.0005000000000000003,0.00031276153595034877
12.34375,0.00030960731057610215,0.0006900000000000004,0.00042519380936114314
12.65625,0.00030621211819737023,0.0005200000000000004,0.0003475727793993095
12.96875,0.0003178907518346275,0.0006100000000000004,0.00042063096848501676
13.28125,0.000342621912777364,0.00042000000000000023,0.0003121659832577778
13.59375,0.0003786912356170011,0.0005100000000000003,0.00044018130109254406
13.90625,0.00042387038468451083,0.0005400000000000003,0.0004932327844024045
14.21875,0.0004746957202533954,0.00038000000000000013,0.00032724109204837286
14.53125,0.0005260120054533656,0.00039000000000000016,0.0003195098832907819
14.84375,0.0005710383921905637,0.0004000000000000002,0.00013107685499121893
15.15625,0.0006021793118207728,0.0002900000000000001,3.1482354822101484e-05
15.46875,0.000612569481450988,0.00026000000000000003,1.769027137931024e-05
15.78125,0.0005979549652277117,0.00043000000000000026,3.1075458156151624e-05
16.09375,0.0005581812745107101,0.00028000000000000003,2.893492287814323e-05
16.40625,0.0004975600356134756,0.00024,9.246736552367245e-06
16.71875,0.0004238278245153002,0.00023,1.152256389433826e-05
17.03125,0.00034607965239567075,0.00022,1.8021348447348028e-05
17.34375,0.00027253283605672073,0.00022,0.0001595234430016336
17.65625,0.00020895878570045226,0.00023,0.00021817753018852704
17.96875,0.00015817656623700027,0.00019,0.000162927180179511
18.28125,0.00012047028914979276,0.00019,0.00012364543391633423
18.59375,9.448427269367433e-05,0.00016,0.0001264718333027359
18.90625,7.814722278237669e-05,0.00018,8.616991798549683e-05
19.21875,6.935940425144465e-05,0.00012,5.647755152702759e-05
19.53125,6.637872419108814e-05,0.00011,5.0601759839954986e-05
19.84375,6.796676829628536e-05,0.00013000000000000002,6.116364678572173e-05
20.15625,7.339416185300934e-05,0.00012,5.8561943416031674e-05
20.46875,8.239023068646588e-05,0.00014000000000000001,6.873985854267821e-05
20.78125,9.509107802188163e-05,0.00017,9.002082477868676e-05
21.09375,0.00011201366224852368,0.00021,0.00010129617216729445
21.40625,0.00013406750207266586,0.00015000000000000001,8.663682400142596e-05
21.71875,0.00016260888886412487,0.00015000000000000001,9.964218670309875e-05
22.03125,0.00019954154019555194,0.0002900000000000001,0.00022752996309602106
22.34375,0.0002474695836035908,0.00031000000000000016,0.00021989065965483337
22.65625,0.0003099117549558747,0.0004200000000000003,0.0003480971824448158
22.96875,0.00039158859724412113,0.0004700000000000002,0.0004599740496253091
23.28125,0.0004987963712736928,0.0005300000000000002,0.0005285297798221386
23.59375,0.0006398813198442392,0.0006400000000000002,0.0006342260261951254
23.90625,0.000825824439840495,0.0007600000000000003,0.0007122858566851177
24.21875,0.0010709380519772409,0.0013500000000000005,0.0012740612705557186
24.53125,0.0013936587409153467,0.0014500000000000006,0.0014022589471071412
24.84375,0.0018173939446651981,0.0018700000000000004,0.0018435204877440448
25.15625,0.002371339251815778,0.00231,0.002275546788048097
25.46875,0.0030911294419224537,0.0030700000000000015,0.002985956429431128
25.78125,0.004019120691553145,0.004259999999999999,0.004143261599496437
26.09375,0.0052040314650477456,0.005409999999999998,0.005376946270692784
26.40625,0.006699609739230534,0.006919999999999998,0.006829707283713037
26.71875,0.008561966777453571,0.00856,0.008503781572917968
27.03125,0.010845252118605049,0.011059999999999999,0.011025097998470623
27.34375,0.013595472830584918,0.01439,0.01447406674626564
27.65625,0.01684250826678297,0.01691,0.017127538004986308
27.96875,0.020590746416310216,0.020829999999999994,0.021211802731961257
28.28125,0.02480924272612399,0.023769999999999996,0.02450122243403331
28.59375,0.029422805171186527,0.02854,0.02957766330738988
28.90625,0.034305821723396565,0.03288,0.034331761466964365
29.21875,0.03928081756313364,0.037120000000000014,0.039203034756650414
29.53125,0.04412351134285915,0.04285,0.04555052819265806
29.84375,0.04857543793288843,0.04597,0.04902581717479706
30.15625,0.05236403229987238,0.04878,0.05216821407892648
30.46875,0.05522858286094573,0.051809999999999995,0.055299796729297614
30.78125,0.05694896219028625,0.05498000000000001,0.058421306686106185
31.09375,0.05737291447838218,0.054360000000000006,0.05728536390418964
31.40625,0.05643729241278964,0.054790000000000026,0.05727966162664389
31.71875,0.05417922064524926,0.05332,0.05515877677459062
32.03125,0.050734707056462394,0.04887,0.04997464596421963
32.34375,0.04632444003669848,0.04750000000000001,0.04769585454783637
32.65625,0.0412288962044605,0.04215999999999999,0.04160713771454795
32.96875,0.03575685658636939,0.03698,0.036028349534804986
33.28125,0.030212506106394234,0.03233000000000001,0.030749785233196276
33.59375,0.024866233639175256,0.026960000000000005,0.02512468276382446
33.90625,0.019933133687535312,0.022069999999999996,0.019981201007955376
34.21875,0.015561387049503972,0.017569999999999995,0.015351332451528163
34.53125,0.01183066823055209,0.013979999999999998,0.011881452091796928
34.84375,0.008758983044311856,0.01116,0.009077883196616858
35.15625,0.006315224185207366,0.008129999999999998,0.006313892038480482
35.46875,0.004434370292125302,0.006059999999999999,0.004493066927836654
35.78125,0.0030325596030313894,0.0041199999999999995,0.0028744471654318653
36.09375,0.002020016071220954,0.00329,0.0021307712310416173
36.40625,0.0013107203186735047,0.0025,0.0015107240563125848
36.71875,0.0008285632436130599,0.00152,0.0008596926725309248
37.03125,0.0005103460588036248,0.00103,0.0005400331854999688
37.34375,0.0003063437687617169,0.0005900000000000002,0.00029755666429018924
37.65625,0.00017925446410610663,0.0003900000000000001,0.00017736215586151816
37.96875,0.00010228398170889728,0.00027000000000000006,0.00010986148329790816
38.28125,5.6945949002254335e-05,0.0001,3.8939690556818116e-05
38.59375,3.096085580305621e-05,4e-05,1.5592165376799626e-05
38.90625,1.6461544904132528e-05,6e-05,2.071985009215539e-05
39.21875,8.579496433842837e-06,1e-05,2.409865229345086e-06
39.53125,4.4009756602265916e-06,1e-05,2.7460817888506365e-06
39.84375,2.237693338323749e-06,1e-05,3.443308879618029e-06
40.15625,1.1415953207657586e-06,0.0,0.0
40.46875,5.961840561911362e-07,0.0,0.0
40.78125,3.281424727612159e-07,0.0,0.0
41.09375,1.9678612922412478e-07,1e-05,3.207615044138653e-06
