psi,reference_free_energy_kj_mol,implicit_reference_free_energy_kj_mol,proposal_free_energy_kj_mol,reweighted_free_energy_kj_mol
-0.3630986484048506,2.9401141304137557,1.9978201657248178,1.804138903090181,2.8489449342879056
-0.331524852891385,2.8618106537177925,1.9032063349858541,1.747932701214933,2.7907816914021413
-0.2999510573779198,2.8042733969628912,1.8290537749283682,1.7031019047107712,2.7440843459777238
-0.26837726186445465,2.7665895803654252,1.7745775663180567,1.6695979641922662,2.708687143331123
-0.23680346635098948,2.7477360795460246,1.7389869705839813,1.647313245551042,2.6843898958104706
-0.2052296708375243,2.746666468419934,1.7215335353414756,1.636082009980729,2.6709584477475046
-0.17365587532405868,2.7623540053716966,1.7215447975055365,1.6356826241087277,2.6681254491278503
-0.1420820798105935,2.7937792434653104,1.7384196957948772,1.6458404959836994,2.6755914527062035
-0.11050828429712833,2.839883700238556,1.7715793769427814,1.6662312661445735,2.693026363285064
-0.07893448878366316,2.8995266785307288,1.8203929177830331,1.6964839078068608,2.7200712829427927
-0.047360693270197984,2.971473146373481,1.8841160470289409,1.7361835782582051,2.756340811072659
-0.015786897756732365,3.0544169756422725,1.961879319209059,1.7848742753809541,2.801425871352409
0.01578689775673281,3.1470247063195926,2.052737603244982,1.8420615439032801,2.854897146545852
0.047360693270197984,3.247982621398767,2.155755716537576,1.9072156031948702,2.916309202937312
0.07893448878366316,3.356041304295105,2.2700762801438517,1.979775301097752,2.9852053753427152
0.11050828429712833,3.470062930086634,2.394916344837632,2.0591532240012675,3.061123457204445
0.14208207981059395,3.5890753099355113,2.5294762077622397,2.144742122540995,3.143602195259079
0.17365587532405913,3.712323946338526,2.672801123792022,2.2359225775676403,3.2321885234224585
0.2052296708375243,3.839301271968332,2.8236802393789278,2.332071581372552,3.3264453873794992
0.23680346635098948,3.9697326629756784,2.9806647227829624,2.432571499345224,3.4259599149618984
0.26837726186445465,4.103512847479804,3.142230927361576,2.5368187547203354,3.5303515867326607
0.2999510573779198,4.240605300674841,3.307031623763026,2.644231571498569,3.6392799687561213
0.33152485289138545,4.38093186489339,3.4741196860869534,2.7542562177302017,3.7524514999890024
0.3630986484048506,4.524286328580145,3.6430369743918245,2.86637138420339,3.8696247946888254
0.3946724439183158,4.670303352047254,3.813736974455061,2.9800905622205374,3.9906139373777676
0.42624623943178097,4.818501275148169,3.986404128895174,3.0949624918946412,4.115289320094941
0.45782003494524615,4.968393288974213,4.161281976064744,3.210569892463294,4.243575696790764
0.48939383045871176,5.119632607252503,4.338596525087354,3.3265267350641956,4.375447296895642
0.5209676259721769,5.272138244562946,4.518584634492918,3.4424742818716494,4.510920030766446
0.5525414214856421,5.42615276686741,4.7015642873437855,3.5580760242955067,4.650041010390929
0.5841152169991073,5.582212839565198,4.887960186920881,3.673011551473363,4.7928757748721385
0.6156890125125725,5.7410518781921684,5.078233651908689,3.78696931159305,4.939493730249248
0.6472628080260376,5.903479883543468,5.272733197060479,3.8996382219772494,5.089952371698658
0.6788366035395033,6.070286352387018,5.471537954755302,4.010698149369845,5.244280845457247
0.7104103990529684,6.242191438986487,5.674376947862334,4.119809412922134,5.4024633280158
0.7419841945664336,6.419841102975362,5.8806672706241505,4.226601644502632,5.564422557735147
0.7735579900798988,6.6038166810475385,6.089646638684039,4.330662561281048,5.730003660019218
0.805131785593364,6.794617714471149,6.3005211759665825,4.431527457405583,5.898958175457187
0.8367055811068296,6.99258556713594,6.512544386016782,4.528670500081523,6.070927947446362
0.8682793766202943,7.197765125889697,6.72499587546781,4.621499203584146,6.245428272318323
0.8998531721337599,7.409741676667699,6.937105775260365,4.70935370556191,6.421829489201629
0.9314269676472255,7.627517200806848,7.148016966365002,4.791512592179866,6.599336030601517
