phi,reference_free_energy_kj_mol,implicit_reference_free_energy_kj_mol,proposal_free_energy_kj_mol,reweighted_free_energy_kj_mol
-3.141592653589793,14.632288547569965,15.30976236802973,7.9892473648794295,9.989296839800598
-3.110018858076328,12.969108754578142,13.46212092935798,7.366446994807041,9.14071881516718
-3.0784450625628628,11.626377074999523,12.02094263290466,6.788310133785049,8.347632460862085
-3.046871267049397,10.455067635259898,10.828499618321224,6.248223975080285,7.605188451279976
-3.015297471535932,9.360057136041014,9.783840334676878,5.740624115348333,6.909384175625488
-2.983723676022467,8.320058384356706,8.819530215207639,5.261310483754551,6.257360679746641
-2.9521498805090016,7.355595291921108,7.901763844105529,4.807612871002904,5.647523590482764
-2.9205760849955364,6.484472252583194,7.034240918687328,4.378358599362189,5.0794376841626745
-2.889002289482071,5.708583797728,6.233048456365692,3.9736393809857544,4.553510459740631
-2.8574284939686057,5.021271866114783,5.509540259476662,3.5944227059224225,4.0705415781496015
-2.8258546984551405,4.412209838898363,4.865921596259914,3.242086924204864,3.631246142211863
-2.7942809029416753,3.870090834755241,4.291431629299163,2.9179678855771014,3.2358531975811684
-2.76270710742821,3.3878631315287713,3.780256256501714,2.6229900591823556,2.883848091376698
-2.7311333119147445,2.964064301248781,3.3404621342630434,2.357426480524511,2.5738864176796077
-2.6995595164012793,2.5993758734678383,2.9736852039780017,2.120800896799839,2.303870887679865
-2.667985720887814,2.293862477989258,2.6690380126673037,1.911919491145045,2.0711549897055326
-2.636411925374349,2.045485735177122,2.4162613857978394,1.7290014473745188,1.8728188944191468
-2.604838129860884,1.851241782491757,2.211286947268592,1.569867776609421,1.7059544177983943
-2.573264334347418,1.7090340275309095,2.0533880480128355,1.4321460951668554,1.5678994017663483
-2.5416905388339535,1.6145242243123752,1.9420333883700842,1.3134549711103383,1.4563788976937748
-2.510116743320488,1.5592298193627068,1.8755565898859154,1.2115434330310706,1.3695375230206244
-2.4785429478070227,1.536162308014747,1.8503321497572112,1.1243758913179198,1.3058755523453374
-2.4469691522935575,1.5438294085794975,1.8581235377015923,1.050165755556111,1.2641208429293567
-2.4153953567800923,1.580649762107845,1.888015132678057,0.9873691285392188,1.2430743254886245
-2.383821561266627,1.6379055418189252,1.9301603559070324,0.9346523455600277,1.241460526090683
-2.3522477657531615,1.7035073125437186,1.9772238626860525,0.8908454923402036,1.2578033912193756
-2.3206739702396963,1.77393313528784,2.0301399549489014,0.8548909595944643,1.290338365200105
-2.289100174726231,1.8573174936405277,2.09340687211628,0.8257933762302423,1.3369667360443853
-2.257526379212766,1.9591082113477696,2.1650231936529885,0.802575345836879,1.395255285528071
-2.225952583699301,2.0696042541338127,2.239051096342313,0.7842419836634604,1.462478617872152
-2.194378788185835,2.173638230550328,2.3087118416317156,0.7697561500065888,1.5356907838765803
-2.16280499267237,2.266741206851632,2.3669794901549466,0.7580257448227765,1.6118002366897124
-2.131231197158905,2.350934397354909,2.412636869217823,0.7479046353005814,1.6876166355196665
-2.0996574016454397,2.4223901788481785,2.449708484868296,0.7382092403720468,1.7598491773601679
-2.0680836061319745,2.475403820079578,2.476257649173273,0.7277523733955089,1.8250664982017102
-2.036509810618509,2.5102443147980757,2.4811851790709776,0.7153936705765631,1.8796673796325054
-2.0049360151050437,2.528408915136254,2.4550627527959543,0.700101911294593,1.919937800752321
-1.9733622195915785,2.5284658883242,2.3977550563119956,0.6810202535475902,1.9422602414100165
-1.9417884240781134,2.5110085993717584,2.3168853255575965,0.6575230371310514,1.9434860066708541
-1.910214628564648,2.4789160084179134,2.223088065688994,0.6292538903399127,1.9213971303648871
-1.8786408330511828,2.4292536410474153,2.120781425270265,0.5961392660474711,1.8751138565982788
-1.8470670375377176,2.3556036628773,2.0070804290734707,0.5583773810395312,1.8052949040804718
-1.8154932420242522,2.2593372053512395,1.8796037191581838,0.5164073877050914,1.7140480304786427
-1.783919446510787,2.145342737866735,1.7382446795539446,0.47086589925819844,1.6045829271892362
-1.7523456509973219,2.013051048983876,1.5850214563919947,0.4225378741199024,1.4807313471672678
-1.7207718554838565,1.8623097272209415,1.423285738507901,0.3723078683455896,1.3464836372235665
-1.6891980599703913,1.698398085486783,1.2546393734739123,0.32111740841520553,1.2056488787853108
-1.657624264456926,1.5262823240088297,1.081123417157536,0.2699351373835963,1.0616758736418723
-1.6260504689434607,1.3457797141962766,0.9074944599666922,0.2197472304569117,0.917613695130511
-1.5944766734299956,1.156079080616958,0.7365996043311281,0.17157427429133043,0.7761621108088373
-1.5629028779165302,0.9640257349565166,0.5699553177907337,0.12651589671174945,0.6397616867549737
-1.531329082403065,0.7819614679521597,0.41412544620032365,0.0858163964076013,0.5106885337624586
-1.4997552868895996,0.6155144486641345,0.28015796912221425,0.05093613467604885,0.39113682975003317
-1.4681814913761344,0.46168743450326577,0.1740259990348816,0.023608317147993052,0.2832853222349043
-1.4366076958626692,0.3208508072852537,0.09207701621362804,0.005861989876204454,0.18934932068618415
-1.4050339003492038,0.19959960254752163,0.03191719009303076,0.0,0.11161889011760018
-1.3734601048357387,0.10273286490021344,0.0,0.008532690048706826,0.05248086635558846
-1.3418863093222735,0.03383563462530492,0.003473676284354077,0.03407974020508209,0.014420532470858172
-1.310312513808808,0.0,0.04378594313263531,0.07925969675413325,0.0
-1.278738718295343,0.007700042651507144,0.1214618768105212,0.14658728070486426,0.01181386490617764
-1.2471649227818777,0.05758799142996901,0.23976431366072573,0.2383931140216542,0.05242650084599865
-1.2155911272684123,0.1480660810275818,0.4016597836342979,0.35677147025490896,0.12429755083893845
-1.1840173317549472,0.28087009658099815,0.6077189282812555,0.5035521576402586,0.22970229594411495
-1.1524435362414818,0.45936869982411777,0.85869341940379,0.6802854181807054,0.37065259197982237
-1.1208697407280166,0.6842168757131708,1.1570932246613883,0.8882255379761481,0.5488235276185133
-1.0892959452145514,0.9567657799367911,1.506639128987754,1.128300216642003,0.7654918492646329
-1.0577221497010862,1.283666558760097,1.9099308144164227,1.4010578750001723,1.021494219873552
-1.0261483541876206,1.6688909276535724,2.3645347881645935,1.706592260679755,1.3172149992707212
-0.9945745586741555,2.1059355983430565,2.8656961392540006,2.0444508475902863,1.6526123558861694
-0.9630007631606903,2.587812941154482,3.4157117570879767,2.413538864631999,2.027286428297662
-0.9314269676472251,3.1188348571006945,4.025046908614456,2.812033378018973,2.4405835272518255
-0.8998531721337599,3.7081693188218634,4.699024378208957,3.23732152382905,2.891717463052017
-0.8682793766202943,4.355709312730032,5.426897163196898,3.6859739987185023,3.379876228863798
-0.8367055811068291,5.049239772012819,6.192577756508302,4.153759674477835,3.9042733305367103
-0.805131785593364,5.774408215535888,6.994145788971603,4.635700561037664,4.464100566263977
-0.7735579900798988,6.5255604278629695,7.834310852577531,5.126160473346119,5.0583427078404135
-0.7419841945664336,7.307617348320878,8.694494373567117,5.618959691015941,5.685422047777032
-0.7104103990529684,8.127966068611117,9.544500950523057,6.107516103571672,6.342652739044705
-0.6788366035395028,8.990256141377607,10.3884348060516,6.585031301527944,7.025512907125303
-0.6472628080260376,9.895855459414502,11.28524270891374,7.044758829446564,7.726816877988573
-0.6156890125125725,10.83871815555673,12.299638932767285,7.480392239164556,8.436034395469932
-0.5841152169991073,11.79769691143115,13.426256004680145,7.8865739750722765,9.139270894042463
-0.5525414214856421,12.755088156587279,14.570112301699343,8.259454426397353,9.820657142836305
-0.5209676259721765,13.713209083427502,15.636610209431995,8.597159424423493,10.46569463742122
