phi,reference_free_energy_kj_mol,implicit_reference_free_energy_kj_mol,proposal_free_energy_kj_mol,reweighted_free_energy_kj_mol
-0.4893938304587113,14.652533988461707,16.60037917831036,8.900007074045837,11.066018498484585
-0.45782003494524615,15.520267938122254,17.469806546924943,9.170376502399499,11.623450746091715
-0.42624623943178097,16.32447674530708,18.30789745462391,9.412238533481913,12.150792394821977
-0.3946724439183158,17.15768316923269,19.195472629153564,9.63044444632208,12.66868430973885
-0.3630986484048506,18.08155542814002,20.148022465115368,9.82989455525881,13.200440698897086
-0.331524852891385,19.04202231756788,21.102142221455825,10.014692461329851,13.767456351276175
-0.2999510573779198,19.926888728491026,22.00315899384852,10.18738232764712,14.386500649680531
-0.26837726186445465,20.75710491966417,nan,10.34839416448683,15.06871769288708
-0.23680346635098948,21.71215828785662,nan,10.495867677110933,15.819515588054378
-0.2052296708375243,nan,nan,10.626026455951143,16.638565712366436
-0.17365587532405868,nan,nan,10.734152305900492,17.519332012261202
-0.1420820798105935,nan,nan,10.815935550425621,18.447617321204085
-0.11050828429712833,nan,nan,10.868666707356079,19.39850601686323
-0.07893448878366316,nan,nan,10.891650892559275,20.33110850755012
-0.047360693270197984,nan,nan,10.885563936260764,21.18195457715719
-0.015786897756732365,nan,nan,10.851085239972447,21.863462416119315
0.01578689775673281,nan,nan,10.78761287773399,22.282349092776258
0.047360693270197984,nan,nan,10.692865752401826,22.383622134284327
0.07893448878366316,nan,nan,10.563707376176513,22.18362998409192
0.11050828429712833,nan,nan,10.39782984055904,21.749858008080942
0.14208207981059395,nan,nan,10.195386353258957,21.15362729742201
0.17365587532405913,nan,nan,9.95964539681677,20.44439204663923
0.2052296708375243,nan,nan,9.69634908330949,19.65086424027851
0.23680346635098948,nan,nan,9.412250126190088,18.79159855073164
0.26837726186445465,nan,nan,9.113666053088073,17.88347051858455
0.2999510573779198,21.953041850578668,nan,8.80565867582214,16.944999592149156
0.33152485289138545,20.80798268728312,nan,8.491949840155506,15.995798738686373
0.3630986484048506,19.729554388504607,21.719470274237597,8.175306897196702,15.054591841748962
0.3946724439183158,18.627696990309943,20.668285797652818,7.858023405528935,14.137549924088212
0.42624623943178097,17.527486424638912,19.950232527264284,7.5422281973304335,13.257525326698014
0.45782003494524615,16.53330210731669,19.21319590099069,7.229949242995235,12.424022146539821
0.48939383045871176,15.650612545121316,18.195453093439195,6.9230175991247345,11.643548915499455
0.5209676259721769,14.797212944853262,17.00165325524921,6.622956162874227,10.920086327057307
0.5525414214856421,13.931273320107971,15.824967440731893,6.330961619113662,10.255538336763127
0.5841152169991073,13.06794870895943,14.739102322959996,6.048005467969492,9.650130062191476
0.6156890125125725,12.230034363203474,13.718017506362488,5.7750071170274015,9.102763946309919
0.6472628080260376,11.434513672494893,12.74444973683125,5.51300197779309,8.61136239496374
0.6788366035395033,10.685385524073544,11.8591765111336,5.263243642169738,8.173223629841198
0.7104103990529684,9.979331951142163,11.092529971681836,5.027222322912744,7.7854044814899686
0.7419841945664336,9.328550656671357,10.424368508214338,4.806624283925728,7.445123067973623
0.7735579900798988,8.754488478992165,9.83157584818979,4.603277814181357,7.150150762623753
0.805131785593364,8.270336516029559,9.308868529028265,4.419124527926885,6.899144530411464
0.8367055811068296,7.883655754171672,8.853645089398489,4.256229176906524,6.691866571339224
0.8682793766202943,7.596543461108984,8.469860337246333,4.116812477407162,6.529253122218583
0.8998531721337599,7.4051056261211725,8.176136473265474,4.003273515126467,6.413324516513405
0.9314269676472255,7.307579832223016,8.00103700606705,3.918167398064085,6.3469624210323055
0.9630007631606903,7.303763555237826,7.9629369526550775,3.8641176854344517,6.333604111022477
0.9945745586741559,7.392580903925925,8.049661355617332,3.843663600988231,6.376910194034086
1.0261483541876206,7.578589313414467,8.227192950136931,3.859060053157993,6.480452850194199
1.0577221497010862,7.870707649763901,8.480313278377512,3.9120584375622993,6.647454060618786
1.0892959452145519,8.274139885429346,8.829178193009149,4.003697777199589,6.880585782029973
1.1208697407280166,8.78631911755892,9.293702673811936,4.134132538027518,7.181831800034984
1.1524435362414822,9.39450928272909,9.868489181440216,4.302519746364042,7.5524053955728645
1.184017331754947,10.085727768303325,10.541937402618233,4.506985930754452,7.9927167216563
1.2155911272684126,10.863792886595009,11.309505157669431,4.744692372020739,8.502386605080714
1.2471649227818782,11.743486965559097,12.16109981545505,5.012010451188948,9.080306969688703
1.278738718295343,12.744572467344737,13.093127834259477,5.304802186043635,9.72475005062949
1.3103125138088085,13.897387176130012,14.127861714820865,5.618772866057184,10.43352713042792
1.3418863093222733,15.196545785411898,15.278509292958395,5.949830181968517,11.204191285926493
1.3734601048357389,16.541566085768675,16.52761141597321,6.294363924388685,12.03426734139125
1.4050339003492045,17.836165082519454,17.87843554379522,6.649370491337967,12.921477586404094
1.4366076958626692,19.164049525647428,19.379795565878595,7.0123930706079145,13.863917826793108
1.4681814913761349,20.675263407454807,21.092114219300523,7.3813154935754435,14.860130299786393
1.4997552868895996,22.337381231102757,nan,7.75410367332933,15.909022230398131
1.5313290824030652,nan,nan,8.128605364746283,17.009592502902997
1.56290287791653,nan,nan,8.502489876889575,18.160452456747528
1.5944766734299956,nan,nan,8.873350588813697,19.359160176333365
1.6260504689434612,nan,nan,9.23893274448457,20.601438938987805
1.657624264456926,nan,nan,9.597411970039797,21.880438164403525
1.6891980599703915,nan,nan,9.947645596435143,nan
1.7207718554838562,nan,nan,10.289340946955686,nan
1.7523456509973219,nan,nan,10.623112140957437,nan
1.7839194465107875,nan,nan,10.950412668125542,nan
1.8154932420242522,nan,nan,11.273333222275639,nan
1.8470670375377178,nan,nan,11.59425452586141,nan
1.8786408330511826,nan,nan,11.915354108419425,nan
1.9102146285646482,nan,nan,12.237984199572933,nan
1.9417884240781138,nan,nan,12.561958155679841,nan
1.9733622195915785,nan,nan,12.884805682910875,nan
2.004936015105044,nan,nan,13.201099816438647,nan
2.036509810618509,nan,nan,13.50204599972162,nan
2.0680836061319745,nan,nan,13.775652761487988,nan
2.09965740164544,nan,nan,14.007886091215418,nan
2.131231197158905,nan,nan,14.185044164340182,nan
2.1628049926723705,nan,nan,14.296999131290018,nan
2.194378788185835,nan,nan,14.340145992771822,nan
2.225952583699301,nan,nan,14.318615403488764,nan
2.2575263792127664,nan,nan,14.243114908889815,nan
2.289100174726231,nan,nan,14.128115490354281,nan
2.320673970239697,nan,nan,13.988798439396582,nan
2.3522477657531615,nan,nan,13.838815222617159,nan
2.383821561266627,nan,nan,13.689129587625214,nan
2.415395356780092,nan,nan,13.547692076512694,nan
2.4469691522935575,nan,nan,13.41958020992161,nan
2.478542947807023,nan,nan,13.307330492533525,nan
2.510116743320488,nan,nan,13.21130917339615,nan
2.5416905388339535,nan,nan,13.130050450650053,nan
2.573264334347418,nan,nan,13.060540019801932,nan
2.604838129860884,nan,nan,12.998462256533287,nan
2.6364119253743494,nan,nan,12.938471584306555,nan
2.667985720887814,nan,nan,12.87458184481895,nan
2.69955951640128,nan,nan,12.800765471803093,nan
2.7311333119147445,nan,nan,12.711793308997786,nan
2.76270710742821,nan,nan,12.604230109307238,nan
2.7942809029416757,nan,nan,12.477378287378016,nan
2.8258546984551405,nan,nan,12.333909289066918,nan
2.857428493968606,nan,nan,12.179988065566937,nan
2.889002289482071,nan,nan,12.02485689697967,nan
2.9205760849955364,nan,nan,11.880012546763522,22.37519064286185
2.952149880509002,22.108291979505918,nan,11.758202800552054,21.71778446838498
2.983723676022467,20.93082949288271,22.4296882940908,11.672462214860184,21.178487833262537
3.0152974715359324,19.696600011079553,20.9571529775326,11.63533558946914,20.758148026513105
3.046871267049397,18.554992032640577,19.769070980725935,11.658350431538953,20.4573833150595
3.0784450625628628,17.74428329355878,19.007747813465848,11.751730511579622,20.27666600958373
3.1100188580763284,17.487658239817538,18.864692861125274,11.924303364486935,20.216373196590563
3.141592653589793,17.95785646668606,19.549771597990595,12.183541942566302,20.27681822599914
