x,exact_probability_per_bin,proposal_probability_per_bin,reweighted_probability_per_bin
0.15625,1.2539448185650306e-07,4.278324452568939e-05,1.8463754662810697e-07
0.46875,1.3380254261258302e-07,4.27832445256894e-05,7.77051325417334e-08
0.78125,1.4263320874919904e-07,4.27832445256894e-05,1.8053617904439724e-07
1.09375,1.519456586890289e-07,3.1115086927774104e-05,1.627694652182581e-07
1.40625,1.6181656187552769e-07,2.722570106180234e-05,1.4723828791815104e-07
1.71875,1.723442795240818e-07,7.38983314534635e-05,2.904799366008987e-07
2.03125,1.8365405502074206e-07,3.1115086927774104e-05,1.08023054049264e-07
2.34375,1.9590446376124462e-07,3.5004472793745864e-05,1.6614366616873557e-07
2.65625,2.0929547394393888e-07,5.834078798957645e-05,2.8136117132428417e-07
2.96875,2.2407857667896644e-07,4.667263039166116e-05,2.3606340111226994e-07
3.28125,2.4056958334885413e-07,4.667263039166116e-05,2.204914216899876e-07
3.59375,2.591648703323138e-07,4.27832445256894e-05,2.3160652059779998e-07
3.90625,2.8036208881502633e-07,3.889385865971763e-05,2.6294410491964554e-07
4.21875,3.0478666708481976e-07,7.38983314534635e-05,3.898483434358106e-07
4.53125,3.3322583591811654e-07,5.0562016257632916e-05,2.3050266711037318e-07
4.84375,3.6667243203505686e-07,5.0562016257632916e-05,3.47305955551374e-07
5.15625,4.06381415508131e-07,8.945587491735055e-05,7.148234819014805e-07
5.46875,4.5394291953192314e-07,5.0562016257632916e-05,5.037081683240375e-07
5.78125,5.113767922614607e-07,5.834078798957645e-05,4.142926266855917e-07
6.09375,5.812550626745653e-07,7.38983314534635e-05,4.995274482044667e-07
6.40625,6.668606564569042e-07,6.223017385554821e-05,6.138964224809103e-07
6.71875,7.723931180300333e-07,8.167710318540702e-05,8.250866305119876e-07
7.03125,9.032352052405136e-07,8.167710318540702e-05,1.5701212144657164e-06
7.34375,1.0662981973275468e-06,9.334526078332231e-05,1.7595540584094746e-06
7.65625,1.2704688312977137e-06,8.167710318540702e-05,1.6058063738865274e-06
7.96875,1.5271872687229006e-06,9.723464664929407e-05,1.0766053114327295e-06
8.28125,1.8511938163866116e-06,7.38983314534635e-05,1.2002238093930403e-06
8.59375,2.261492868027323e-06,0.00012834973357706816,1.889410595519645e-06
8.90625,2.7825965416757505e-06,9.723464664929407e-05,4.01694434086344e-06
9.21875,3.4461289864152573e-06,0.00011279219011318113,2.6488714235312645e-06
9.53125,4.292897141625699e-06,6.611955972151997e-05,4.5618463498266885e-06
9.84375,5.375567549938924e-06,9.723464664929407e-05,7.331826902646263e-06
10.15625,6.762135640148408e-06,0.00013223911944303996,5.681086524193503e-06
10.46875,8.540439529963858e-06,0.0001050134183812376,1.6738465238373943e-05
10.78125,1.0824063199638914e-05,0.0001050134183812376,6.36388194488579e-06
11.09375,1.3760105562200454e-05,0.00012834973357706816,1.8234298973031152e-05
11.40625,1.7539478486886407e-05,0.00016335420637081404,1.7014206475731627e-05
11.71875,2.2410659384778435e-05,0.00012057096184512464,4.003599392901734e-05
12.03125,2.869818960127992e-05,0.00014001789117498346,1.848471472789466e-05
12.34375,3.682771177211679e-05,0.00015946482050484227,4.028883253808683e-05
12.65625,4.736001612771379e-05,0.00014001789117498346,6.907873928235334e-05
12.96875,6.103745928659283e-05,0.00019446929329858812,6.337322790630897e-05
13.28125,7.884726945485467e-05,0.000147796662906927,3.967554167487267e-05
13.59375,0.00010210768846015044,0.00021780560849441876,5.676807937962619e-05
13.90625,0.0001325846267072399,0.0001905799074326164,6.41744987893612e-05
14.21875,0.00017264847349134598,0.00015557543463887052,0.00017857307507817302
14.53125,0.00022548277344023422,0.0001789117498347011,0.00019842996009155353
14.84375,0.0002953583647705145,0.00019835867916455992,0.0001882978543021845
15.15625,0.00038798776789796116,0.0002528100812881646,0.0005000287783182816
15.46875,0.000510974287854793,0.0002216949943603905,0.00038261033981106077
15.78125,0.0006743672093140967,0.0003461553420714869,0.0008230833798449227
16.09375,0.0008913268889969425,0.00028781455408191046,0.0009016792395212062
