bin_left,bin_right,bin_center,reference_density,proposal_density,reweighted_density
0.0,0.5,0.25,4.00001280004096e-07,0.003175785185509659,3.1050832674130998e-06
0.5,1.0,0.75,8.00002560008192e-07,0.003657628455035262,3.3115221175906116e-06
1.0,1.5,1.25,1.200003840012288e-06,0.0032852950194927504,2.7222212113683746e-06
1.5,2.0,1.75,1.600005120016384e-06,0.0023873143808313987,1.789070558277023e-06
2.0,2.5,2.25,4.00001280004096e-07,0.0023873143808313987,1.6041565401231392e-06
2.5,3.0,2.75,4.00001280004096e-07,0.0024530202812212535,1.4618705452012837e-06
3.0,3.5,3.25,0.0,0.0022997065136449255,1.222604059073255e-06
3.5,4.0,3.75,8.00002560008192e-07,0.002212098646458452,1.070269659666005e-06
4.0,4.5,4.25,1.600005120016384e-06,0.0019273730781024137,8.647502886918625e-07
4.5,5.0,4.75,2.400007680024576e-06,0.002014980945288887,8.614086991514653e-07
5.0,5.5,5.25,1.600005120016384e-06,0.002212098646458452,9.398701928458758e-07
5.5,6.0,5.75,3.200010240032768e-06,0.0016645494765429936,7.380781579124588e-07
6.0,6.5,6.25,3.200010240032768e-06,0.0020368829120855055,9.941315633591902e-07
6.5,7.0,6.75,2.0000064000204802e-06,0.0019711770116956503,1.1222779325139932e-06
7.0,7.5,7.25,4.0000128000409605e-06,0.0021025888124753603,1.4901535533039534e-06
7.5,8.0,7.75,4.400014080045056e-06,0.0021244907792719787,1.959343063797453e-06
8.0,8.5,8.25,5.200016640053248e-06,0.002080686845678742,2.6101246819456867e-06
8.5,9.0,8.75,1.1600037120118784e-05,0.002212098646458452,4.002319220581811e-06
9.0,9.5,9.25,1.1600037120118784e-05,0.0018397652109159402,5.06222353650565e-06
9.5,10.0,9.75,1.880006016019251e-05,0.002277804546848307,9.145272243894818e-06
10.0,10.5,10.25,2.5200080640258047e-05,0.0021244907792719787,1.3161418834905499e-05
10.5,11.0,10.75,3.6800117760376835e-05,0.002474922248017872,2.2750526324608107e-05
11.0,11.5,11.25,4.800015360049152e-05,0.0023873143808313987,3.268574293314364e-05
11.5,12.0,11.75,8.120025984083149e-05,0.0029786674843400936,6.048451609732045e-05
12.0,12.5,12.25,0.00011840037888121242,0.0035043146874589337,9.835198015126102e-05
12.5,13.0,12.75,0.00016720053504171213,0.0029786674843400936,0.00011745938106704827
13.0,13.5,13.25,0.00025520081664261326,0.003131981251916422,0.00016924785705202156
13.5,14.0,13.75,0.0003712011878438011,0.004314687458933812,0.0003205348030592138
14.0,14.5,14.25,0.0005848018713659884,0.0039642559901879185,0.0004106648746478227
14.5,15.0,14.75,0.0008772028070489825,0.004884138595645889,0.0006986950856302076
15.0,15.5,15.25,0.0013596043507339223,0.006176354636646371,0.0012248353394811234
15.5,16.0,15.75,0.002124406798101754,0.006877217574138158,0.0018678528255070637
16.0,16.5,16.25,0.0033984108749147996,0.008278943449121732,0.0030156771437758463
16.5,17.0,16.75,0.005133216426292564,0.00906741425379999,0.004403622359134059
17.0,17.5,17.25,0.008038825724242318,0.011783258136580665,0.007523454221866372
17.5,18.0,17.75,0.012533640107648344,0.014499102019361339,0.011679385466342736
18.0,18.5,18.25,0.018850860322753033,0.01833194620876955,0.01824734022629377
18.5,19.0,18.75,0.028162490119968384,0.022383810066143938,0.02641865958590508
19.0,19.5,19.25,0.040936930998179195,0.030772263349248763,0.04156202819727724
19.5,20.0,19.75,0.057600984323149834,0.03839414779447194,0.05722227280363999
20.0,20.5,20.25,0.07842505096016307,0.04949844496035744,0.07894902329648915
20.5,21.0,20.75,0.10222832713064682,0.06108458539576854,0.10179274828086325
21.0,21.5,21.25,0.12764040844930705,0.07571509921590959,0.12867309845792868
21.5,22.0,21.75,0.15191128611611557,0.0914845153094748,0.15396192738561815
22.0,22.5,22.25,0.1706717461495877,0.10815191204170134,0.17431484969035269
22.5,23.0,22.75,0.18163738123961998,0.12122738621928249,0.18520212531156952
23.0,23.5,23.25,0.18229778335290672,0.12497262254150422,0.18636984775218463
23.5,24.0,23.75,0.17214655086896277,0.11301414867055061,0.1721419873815791
24.0,24.5,24.25,0.15269968863900366,0.09487932016295063,0.15174092115660207
24.5,25.0,24.75,0.1266896054067373,0.07451049104209558,0.12497718419057206
25.0,25.5,25.25,0.09839271485668755,0.05843444741337772,0.09926147794280712
25.5,26.0,25.75,0.07201903046089747,0.043431600157694164,0.0700930371476961
26.0,26.5,26.25,0.04894775663282123,0.03351000919882605,0.04722624092807367
26.5,27.0,26.75,0.03163770124064397,0.02748696832975601,0.030690083196790327
27.0,27.5,27.25,0.018906460500673603,0.021639143195058917,0.017288625014871613
27.5,28.0,27.75,0.01085163472523112,0.019558456349380176,0.010338749576459989
28.0,28.5,28.25,0.0058836188275802484,0.017302553769328485,0.005604528693234962
28.5,29.0,28.75,0.00322361031555301,0.016360769197073896,0.0031983862531217025
29.0,29.5,29.25,0.0019064061004995215,0.013644925314293224,0.0016489177718810024
29.5,30.0,29.75,0.001245603985932755,0.014039160716632354,0.0012157097295507264
30.0,30.5,30.25,0.0010316033011305637,0.012352709273292743,0.0009075730334607483
30.5,31.0,30.75,0.0009264029644894863,0.013141180077971002,0.0009147445253123396
31.0,31.5,31.25,0.0009348029913695724,0.012944062376801437,0.0008971819832016959
31.5,32.0,31.75,0.0008896028467291095,0.01303167024398791,0.0009141461224947132
32.0,32.5,32.25,0.0009360029952095847,0.013623023347496606,0.0009668259970517385
32.5,33.0,32.75,0.0009512030438497403,0.01263743484164878,0.0009000159834916393
33.0,33.5,33.25,0.0009528030489697567,0.012812650576021727,0.0009098821013846548
33.5,34.0,33.75,0.0010272032870505185,0.012746944675631871,0.0009031468323953686
34.0,34.5,34.25,0.0010224032716904695,0.013601121380699986,0.0009692066428150829
34.5,35.0,34.75,0.001066803413770924,0.014455298085768103,0.001050371566099129
