x,exact_probability_per_bin,proposal_probability_per_bin,reweighted_probability_per_bin
0.15625,1.2539448185650306e-07,0.0,0.0
0.46875,1.3380254261258302e-07,0.0,0.0
0.78125,1.4263320874919904e-07,0.0,0.0
1.09375,1.519456586890289e-07,0.0,0.0
1.40625,1.6181656187552769e-07,0.0,0.0
1.71875,1.723442795240818e-07,0.0,0.0
2.03125,1.8365405502074206e-07,0.0,0.0
2.34375,1.9590446376124462e-07,0.0,0.0
2.65625,2.0929547394393888e-07,0.0,0.0
2.96875,2.2407857667896644e-07,0.0,0.0
3.28125,2.4056958334885413e-07,0.0,0.0
3.59375,2.591648703323138e-07,0.0,0.0
3.90625,2.8036208881502633e-07,0.0,0.0
4.21875,3.0478666708481976e-07,0.0,0.0
4.53125,3.3322583591811654e-07,0.0,0.0
4.84375,3.6667243203505686e-07,0.0,0.0
5.15625,4.06381415508131e-07,0.0,0.0
5.46875,4.5394291953192314e-07,0.0,0.0
5.78125,5.113767922614607e-07,0.0,0.0
6.09375,5.812550626745653e-07,0.0,0.0
6.40625,6.668606564569042e-07,0.0,0.0
6.71875,7.723931180300333e-07,0.0,0.0
7.03125,9.032352052405136e-07,0.0,0.0
7.34375,1.0662981973275468e-06,0.0,0.0
7.65625,1.2704688312977137e-06,0.0,0.0
7.96875,1.5271872687229006e-06,0.0,0.0
8.28125,1.8511938163866116e-06,0.0,0.0
8.59375,2.261492868027323e-06,0.0,0.0
8.90625,2.7825965416757505e-06,0.0,0.0
9.21875,3.4461289864152573e-06,0.0,0.0
9.53125,4.292897141625699e-06,0.0,0.0
9.84375,5.375567549938924e-06,0.0,0.0
10.15625,6.762135640148408e-06,0.0,0.0
10.46875,8.540439529963858e-06,1e-05,9.559645385097198e-06
10.78125,1.0824063199638914e-05,0.0,0.0
11.09375,1.3760105562200454e-05,1e-05,1.3232782955241383e-05
11.40625,1.7539478486886407e-05,3.0000000000000004e-05,2.7875735689454885e-05
11.71875,2.2410659384778435e-05,1e-05,8.72741943474425e-06
12.03125,2.869818960127992e-05,3.0000000000000004e-05,3.304546316258984e-05
12.34375,3.682771177211679e-05,4e-05,3.425622850735936e-05
12.65625,4.736001612771379e-05,1e-05,8.358384633636433e-06
12.96875,6.103745928659283e-05,8e-05,5.113228635925929e-05
13.28125,7.884726945485467e-05,0.00011000000000000002,0.00010166156454801213
13.59375,0.00010210768846015044,8e-05,7.155945168508298e-05
13.90625,0.0001325846267072399,0.00011,8.673872415985205e-05
14.21875,0.00017264847349134598,0.00016,0.00012341778608751606
14.53125,0.00022548277344023422,0.00025000000000000006,0.00022137161760285855
14.84375,0.0002953583647705145,0.00030000000000000003,0.0002728958024336528
15.15625,0.00038798776789796116,0.00031000000000000005,0.00029705972113089037
15.46875,0.000510974287854793,0.0005400000000000001,0.0004933983880200917
15.78125,0.0006743672093140967,0.00073,0.0006945014595413501
16.09375,0.0008913268889969425,0.00101,0.0009539469715509833
16.40625,0.0011788892783957587,0.0010800000000000002,0.0010450409294779628
16.71875,0.0015587959308270075,0.0018900000000000002,0.0018603630726996162
17.03125,0.0020583205098442005,0.002,0.0019904715813041816
17.34375,0.00271097488712712,0.00264,0.00266420333387255
17.65625,0.003556918114324339,0.0035800000000000003,0.0036077065302051055
17.96875,0.004642825002720326,0.004679999999999999,0.004750794290390486
18.28125,0.006020908886629359,0.00623,0.006372889712701814
18.59375,0.007746753952425594,0.00774,0.007955964970028378
18.90625,0.009875622225298416,0.009349999999999999,0.009609449182234522
19.21875,0.012456989426353636,0.012250000000000002,0.012638978048769059
19.53125,0.015527260837697072,0.015960000000000002,0.01649559968481031
19.84375,0.019100938426080277,0.01917,0.019775218125655688
20.15625,0.023160942317017073,0.02324,0.02404104564235132
20.46875,0.027649281815730693,0.028120000000000003,0.02902439048999632
20.78125,0.0324597254823957,0.032959999999999996,0.03400676498535333
21.09375,0.03743439857590481,0.03685,0.037968850591896905
21.40625,0.042366187812500365,0.04193999999999999,0.04313299506619344
21.71875,0.04700833650553265,0.04679,0.04799427247354645
22.03125,0.051091630961630906,0.051160000000000004,0.052341529540752454
22.34375,0.054348205766231276,0.05364,0.05471150929299336
22.65625,0.056539473067286614,0.056389999999999996,0.05729158508166927
22.96875,0.05748436637292536,0.057069999999999996,0.05763461000489867
23.28125,0.0570833708189508,0.05779,0.058095009064742166
23.59375,0.05533398906279156,0.05723999999999999,0.057165628655971655
23.90625,0.052334460469688385,0.05295,0.052599229002147224
24.21875,0.0482745364772888,0.04961,0.04913063498160572
24.53125,0.04341449107910716,0.043840000000000004,0.043318549392524136
24.84375,0.03805574404876962,0.0394,0.03890750477448836
25.15625,0.03250795276872694,0.03281,0.0323731046813006
25.46875,0.027057835776280348,0.02755,0.027323760163771874
25.78125,0.021944274690300785,0.02203,0.021986564681932424
26.09375,0.01734265097784591,0.017730000000000003,0.017803430107384045
26.40625,0.013359368497852775,0.01299,0.013053872611935495
26.71875,0.010035605507524813,0.00959,0.00962815307609537
27.03125,0.007357946127113171,0.007769999999999999,0.0077849734025376705
27.34375,0.005272877046722356,0.0054600000000000004,0.00541636153896307
27.65625,0.003702194105152125,0.0034200000000000003,0.0034431694659165244
27.96875,0.0025569648135306587,0.0026899999999999997,0.0026673079684210463
28.28125,0.0017485712440564354,0.0017099999999999997,0.0016551212439298798
28.59375,0.00119625350250804,0.0009500000000000001,0.0009204929148763754
28.90625,0.0008312989101528972,0.00084,0.0008309520715955817
29.21875,0.0005984847983588944,0.0006900000000000001,0.0006718030055266645
29.53125,0.00045558057534980884,0.0005200000000000001,0.0004676990127720811
29.84375,0.0003717033820178489,0.0003200000000000001,0.00026736660745385203
30.15625,0.00032518140349276466,0.00028000000000000003,0.00020371614561500858
30.46875,0.0003013862629676142,0.00023000000000000003,0.00021100572338400185
30.78125,0.0002908076189663351,0.00028000000000000003,0.00026030674220646087
31.09375,0.00028749139259721083,0.0002800000000000001,0.0002697089688302694
31.40625,0.00028785905956384833,0.0003600000000000001,0.00036680950400757564
31.71875,0.0002898659693281407,0.00020000000000000004,0.00020321898786958167
32.03125,0.0002924313931863969,0.00026000000000000003,0.00027098366950853664
32.34375,0.0002950700053199271,0.00035000000000000005,0.0003395898748445769
32.65625,0.0002976634247880915,0.00034,0.00031950993685325393
32.96875,0.00030032386699326295,0.00036,0.00034227862654620457
33.28125,0.0003033153806492078,0.00046000000000000007,0.0004143825460887242
33.59375,0.0003070094038674146,0.00033,0.00029993280636948175
33.90625,0.0003118598075632403,0.00032,0.0002801923556417069
34.21875,0.0003183883876260886,0.00031000000000000005,0.00028113572101005197
34.53125,0.0003271754470938783,0.00035000000000000005,0.00029771231421382174
34.84375,0.00033885226083322546,0.0005200000000000001,0.00043472749553075834
35.15625,0.00035409334284881367,0.00037,0.00031349279387682605
35.46875,0.0003736069246030003,0.0005200000000000001,0.0004616327070410476
35.78125,0.00039812217498147397,0.0005200000000000001,0.0004568044617387612
36.09375,0.00042837164026212216,0.0006100000000000001,0.0005511599978148094
36.40625,0.0004650672960786961,0.00058,0.0005151355634067345
36.71875,0.0005088685969948994,0.0005200000000000001,0.0004454770211298674
37.03125,0.0005603410862756026,0.00063,0.0005021897315165525
37.34375,0.0006199045875325634,0.00059,0.000492296596009743
37.65625,0.000687770832022491,0.0005700000000000001,0.0004887354829134084
37.96875,0.0007638716509085322,0.00057,0.00045977909683937116
38.28125,0.000847780609337552,0.00083,0.000662932411703262
38.59375,0.0009386331369336904,0.00076,0.0006259253684870022
38.90625,0.001035052673246448,0.00081,0.000517476391404823
39.21875,0.0011350928223780364,0.00095,0.0005525621596275085
39.53125,0.001236207579405507,0.00079,0.0004724357598971023
39.84375,0.0013352628015964668,0.00084,0.0004861431190040327
40.15625,0.0014286016208602652,0.0009700000000000002,0.0005882280393056489
40.46875,0.0015121738265844286,0.00106,0.00057694546828201
40.78125,0.0015817339641452921,0.0012200000000000002,0.0006968463772378126
41.09375,0.0016331049318623755,0.0011300000000000001,0.0005231204369450018
41.40625,0.0016624937016263804,0.00117,0.0005817272770746038
41.71875,0.001666834587286993,0.00109,0.0006104792209349924
42.03125,0.0016441250549268861,0.0011099999999999999,0.0005991534293515526
42.34375,0.0015937116991194852,0.001,0.0005252995365098575
42.65625,0.0015164820625473581,0.00119,0.0006598845771735854
42.96875,0.0014149233165444738,0.00109,0.0006955298773878029
43.28125,0.0012930221716065842,0.00109,0.0006299732333789193
43.59375,0.0011560008081975602,0.00096,0.0005438410339694754
43.90625,0.001009908294806806,0.00075,0.0006268443488744888
44.21875,0.0008611114858099039,0.00071,0.0006156559420809639
44.53125,0.0007157485888117388,0.0007000000000000001,0.0006829609420005163
44.84375,0.0005792177474290221,0.00064,0.0005947796399446441
45.15625,0.00045576919832503843,0.00057,0.0004980093808508749
45.46875,0.00034825277135019066,0.00049,0.0003932031472504693
