system,arm,release_role,data_identity,n,seeds,metric,mean,std,minimum,maximum
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",proposal_pmf_error,3.9398407229797474,0.09013659120213414,3.8123705744187437,4.004230419050044
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",weighted_pmf_error,4.324070095920789,0.10023757535197146,4.182904199709701,4.405855703480833
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",pmf_error_improvement,-0.38422937294104126,0.013693678499643694,-0.40293452801037866,-0.37053362529095724
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",proposal_basin_l1,1.6357569271960912,0.005611068426680261,1.6295302605294246,1.6431302605294245
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",weighted_basin_l1,0.0003867810303783536,4.3803479278933e-05,0.00035104541733809586,0.0004484705400361697
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",proposal_energy_mean_error,89200648282.9233,126148752625.53836,13.19840126470177,267601925122.40784
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",weighted_energy_mean_error,0.004427545750881852,0.011043220665481857,-0.006592737734949949,0.01952122013675961
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",proposal_energy_mean_abs_error,89200648282.9233,126148752625.53836,13.19840126470177,267601925122.40784
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",weighted_energy_mean_abs_error,0.008822704240848486,0.007982216103388309,0.00035415485083589715,0.01952122013675961
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",valid_mask_fraction,0.8570333333333333,0.013634491393358088,0.84163,0.87478
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",support_mask_fraction,0.8570333333333333,0.013634491393358088,0.84163,0.87478
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",included_sample_fraction,0.8570333333333333,0.013634491393358088,0.84163,0.87478
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",ess_fraction,0.03955336066900622,0.00208480212804021,0.03779725118145607,0.042482429666857495
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",max_weight,0.001353990441809098,0.00010916335825609779,0.0012245033867657185,0.0014915335923433304
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",top_0p1_percent_mass,0.09108948426243539,0.004655832815237221,0.08522139303386211,0.09660989756230265
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",top_1_percent_mass,0.3754163909131118,0.018116101601529884,0.35172653319023084,0.3957101473060902
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",logw_variance,41.532292882848566,7.058952889311629,34.2409866956512,51.08310172407022
mb2d,biased_bridge_only,biased_endpoint_stress_test,deliberately_biased_synthetic_full_support_v1,3,"0,1,2",logw_span,601.2284808158875,106.56614095595086,521.4100942611694,751.8457698822021
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",proposal_js,0.026036268544560096,0.014740502493999745,0.011288361611441517,0.04616945598038548
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",weighted_js,0.005440363728938721,0.0008664399298673643,0.004647991242713114,0.006645985954947845
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",js_improvement,0.020595904815621374,0.01525085765118625,0.004642375656493673,0.04114234199123028
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",proposal_pmf_error,1.3349973815579166,0.17182346337452387,1.1646408737316802,1.5702387856111062
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",weighted_pmf_error,1.3058102771166176,0.1832637112604876,1.1402737445461708,1.5612824057960157
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",pmf_error_improvement,0.02918710444129924,0.018797623475197436,0.008956379815090454,0.054237804323297834
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",proposal_basin_l1,0.16451031039938768,0.12658880498562913,0.019610410139314027,0.3280102605294245
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",weighted_basin_l1,0.0009303527518280882,0.0006550225467106957,0.00031778289756875626,0.0018384270401868921
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",proposal_energy_mean_error,0.3855595506960299,0.28163466541370485,0.06429209113842127,0.7500744755765023
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",weighted_energy_mean_error,-0.0008347023506646659,0.004310301119938672,-0.005327267185403883,0.004979589248456762
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",proposal_energy_mean_abs_error,0.3855595506960299,0.28163466541370485,0.06429209113842127,0.7500744755765023
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",weighted_energy_mean_abs_error,0.004154428516302507,0.0014199110752727547,0.002156429115046876,0.005327267185403883
mb2d,cold_energy_only,primary,endpoint_independent_energy_bms,3,"0,1,2",valid_mask_fraction,1.0,0.0,1.0,1.0
